time,date,Machine,SampleID,Remove,A,Ci,VPDleaf,Tair,Tleaf,TBlk,CO2r,CO2s,H2Or,H2Os,RHs,flow,Qin,Patm
11:15:50,20200219,Lindsey,BNL17642,NO,3.47,688.23,0.99,29.26,29,31.11,800.06,793.28,29.34,30.36,74.2,350.01,1100,99.5
11:17:26,20200219,Lindsey,BNL17642,NO,3.48,882,1,29.26,28.99,31.03,1000.05,993.06,29.31,30.31,74,350.01,1100,99.5
11:19:17,20200219,Lindsey,BNL17642,NO,3.31,1272.27,1,29.29,29.03,30.93,1400.12,1393.12,29.42,30.34,74,350,1100,99.5
11:21:17,20200219,Lindsey,BNL17642,NO,3.28,1670.65,1.01,29.23,29.04,30.89,1800.11,1792.68,29.36,30.34,74.2,350.03,1100,99.49
7:35:55,20200219,Mariano,BNL17644,YES,1.23,-3300,1.15,28.49,30.13,28.02,400.02,398.17,31.59,31.6,80.4,399.8,999,99.3
7:34:35,20200219,Mariano,BNL17644,YES,1.4,-1010,1.18,28.73,30.21,28.18,400.24,398.13,31.53,31.56,79.1,399.8,999,99.3
7:37:16,20200219,Mariano,BNL17644,YES,1.33,-443,1.13,28.44,30.05,28.02,400.02,398,31.65,31.69,80.8,399.8,999,99.29
7:38:37,20200219,Mariano,BNL17644,YES,0.72,-57.5,1.11,28.42,30,28.02,300.06,298.96,31.71,31.76,81.1,399.8,999,99.29
7:45:59,20200219,Mariano,BNL17644,YES,1.35,23.2,1.05,28.46,29.88,28.18,400.22,398.16,31.91,32.01,81.5,399.7,1000,99.29
7:48:45,20200219,Mariano,BNL17644,YES,1.42,39.8,1.06,28.49,29.94,28.18,400.08,397.9,32,32.1,81.6,399.7,1000,99.29
7:47:25,20200219,Mariano,BNL17644,YES,1.36,48.2,1.05,28.48,29.91,28.18,400.05,397.96,31.96,32.06,81.6,399.7,1000,99.29
7:50:12,20200219,Mariano,BNL17644,YES,1.9,51.6,1.06,28.51,29.98,28.18,474.86,471.96,32.04,32.15,81.7,399.7,999,99.29
7:55:02,20200219,Mariano,BNL17644,YES,2.81,74.5,1.07,28.54,30.06,28.18,800.19,795.89,32.16,32.26,81.8,399.8,1001,99.29
7:39:57,20200219,Mariano,BNL17644,YES,0.32,93.7,1.09,28.41,29.97,28.02,249.91,249.41,31.77,31.83,81.3,399.8,999,99.29
7:53:41,20200219,Mariano,BNL17644,YES,2.46,116,1.07,28.54,30.07,28.18,674.78,671.01,32.16,32.28,81.8,399.7,1000,99.29
7:52:02,20200219,Mariano,BNL17644,YES,2.12,130,1.07,28.53,30.04,28.18,574.97,571.71,32.1,32.23,81.8,399.8,999,99.28
6:48:20,20200219,Mariano,BNL17644,YES,0.67,153,1.31,29.24,30.15,29.24,400.07,399.03,30.02,30.11,73.2,399.9,999,99.31
7:56:50,20200219,Mariano,BNL17644,YES,3.23,167,1.06,28.52,30.02,28.18,999.76,994.8,32.14,32.25,81.9,399.7,1001,99.29
7:41:17,20200219,Mariano,BNL17644,YES,-0.1,204,1.08,28.39,29.92,28.02,150.12,150.26,31.81,31.85,81.5,399.7,999,99.3
7:43:57,20200219,Mariano,BNL17644,YES,-0.52,206,1.05,28.4,29.86,28.2,50.07,50.85,31.87,31.96,81.7,399.7,999,99.29
7:58:50,20200219,Mariano,BNL17644,YES,4.14,226,1.06,28.51,30,28.18,1399.95,1393.6,32.15,32.24,81.9,399.7,1001,99.29
7:42:37,20200219,Mariano,BNL17644,YES,-0.3,261,1.07,28.37,29.88,28.02,99.92,100.36,31.83,31.88,81.6,399.7,999,99.29
8:02:37,20200219,Mariano,BNL17644,YES,-0.38,484,1.06,28.54,30.06,28.18,399.59,400.12,32.22,32.33,82,399.7,999,99.29
8:01:04,20200219,Mariano,BNL17644,YES,4.81,637,1.06,28.51,30,28.18,1799.88,1792.45,32.15,32.26,81.9,399.7,1000,99.29
15:29:20,20200219,Derek,BNL17654,NO,-0.78,61.9,1.31,28.51,31.09,27.88,50.14,50.99,30.84,32.47,82.5,499.7,1801,99.33
15:27:58,20200219,Derek,BNL17654,NO,0.48,89.8,1.33,28.57,31.15,27.86,100.07,99.33,30.77,32.42,82.1,499.8,1800,99.33
15:26:36,20200219,Derek,BNL17654,NO,1.66,119,1.34,28.72,31.16,28.19,149.9,147.65,30.7,32.37,81.3,499.8,1799,99.33
15:25:14,20200219,Derek,BNL17654,NO,3.86,180,1.33,28.72,31.13,28.19,249.95,244.9,30.64,32.31,81.1,499.8,1799,99.33
15:23:52,20200219,Derek,BNL17654,NO,4.89,213,1.35,28.89,31.16,28.32,300.1,293.71,30.59,32.28,80.2,499.7,1800,99.33
15:15:28,20200219,Derek,BNL17654,YES,7.33,270,1.33,28.76,31.04,28.26,399.99,390.52,30.45,32.12,80.4,499.8,1801,99.34
15:19:46,20200219,Derek,BNL17654,YES,7.23,277,1.35,29.27,31.18,29.02,400.06,390.66,30.48,32.27,78.5,499.8,1801,99.34
15:21:08,20200219,Derek,BNL17654,YES,7.01,278,1.34,29.04,31.13,28.7,400.12,391.01,30.5,32.23,79.4,499.7,1801,99.34
15:22:30,20200219,Derek,BNL17654,NO,7.02,278,1.34,29.02,31.14,28.7,400.03,390.9,30.54,32.27,79.6,499.8,1801,99.33
15:34:08,20200219,Derek,BNL17654,NO,6.48,285,1.28,28.5,31.09,27.88,399.84,391.41,31.11,32.72,83.2,499.7,1800,99.32
15:31:24,20200219,Derek,BNL17654,YES,6.35,286,1.3,28.5,31.08,27.88,400.38,392.1,30.95,32.57,82.8,499.7,1800,99.32
15:32:46,20200219,Derek,BNL17654,YES,6.32,288,1.3,28.51,31.12,27.88,400.08,391.82,31.03,32.67,83,499.7,1799,99.32
15:48:29,20200219,Derek,BNL17654,YES,4.76,309,1.25,28.49,31.06,27.88,399.82,393.5,31.55,33.04,84,499.8,1800,99.32
15:35:42,20200219,Derek,BNL17654,NO,8.01,332,1.27,28.5,31.07,27.88,475,464.62,31.19,32.78,83.4,499.7,1800,99.32
15:37:15,20200219,Derek,BNL17654,NO,9.21,410,1.26,28.49,31.06,27.88,574.93,562.95,31.25,32.84,83.5,499.7,1800,99.32
15:38:42,20200219,Derek,BNL17654,NO,9.93,496,1.25,28.48,31,27.88,675.01,662.02,31.3,32.86,83.7,499.7,1800,99.32
15:40:10,20200219,Derek,BNL17654,NO,10.4,610,1.24,28.45,30.95,27.88,800.26,786.55,31.32,32.86,83.8,499.7,1800,99.32
15:42:18,20200219,Derek,BNL17654,NO,10.5,804,1.22,28.44,30.9,27.88,1000.13,986.02,31.35,32.86,83.8,499.7,1800,99.32
15:44:27,20200219,Derek,BNL17654,NO,11,1180,1.22,28.44,30.92,27.88,1399.18,1383.83,31.37,32.88,83.9,499.7,1801,99.32
15:46:49,20200219,Derek,BNL17654,YES,13.2,1540,1.24,28.47,30.98,27.88,1799.37,1780.74,31.44,32.94,83.9,499.7,1800,99.32
18:29:59,20200219,Andy,BNL17655,NO,-1.04,57,0.99,29.57,30.96,29.46,49.89,50.98,32.51,35.36,84.4,500.2,1801,99.18
18:28:37,20200219,Andy,BNL17655,NO,0.08,97.2,0.99,29.55,30.92,29.46,99.81,99.43,32.51,35.27,84.3,500.2,1799,99.18
18:27:12,20200219,Andy,BNL17655,NO,1.48,135,0.98,29.41,30.85,29.3,149.86,147.68,32.52,35.18,84.7,500.2,1799,99.18
18:25:50,20200219,Andy,BNL17655,NO,3.78,214,0.99,29.33,30.87,29.15,250.17,244.97,32.57,35.17,85.1,500.1,1799,99.18
18:24:28,20200219,Andy,BNL17655,NO,5.14,251,1,29.33,30.89,29.15,300.08,293.13,32.57,35.16,85.1,500.2,1799,99.18
18:17:49,20200219,Andy,BNL17655,YES,7.47,328,1.05,29.44,31.09,29.23,400.12,390.06,32.45,35.16,84.5,500.2,1801,99.18
18:18:00,20200219,Andy,BNL17655,YES,7.46,328,1.05,29.44,31.09,29.23,400.12,390.07,32.46,35.16,84.5,500.2,1801,99.18
18:20:22,20200219,Andy,BNL17655,YES,7.22,329,1.04,29.46,31.06,29.14,399.69,389.96,32.52,35.16,84.4,500.2,1800,99.18
18:21:44,20200219,Andy,BNL17655,YES,7.32,329,1.02,29.37,30.98,29.14,399.92,390.07,32.54,35.17,84.9,500.2,1801,99.18
18:23:06,20200219,Andy,BNL17655,NO,7.33,330,1,29.34,30.92,29.15,400.04,390.19,32.56,35.16,85,500.2,1801,99.18
18:31:29,20200219,Andy,BNL17655,YES,7.33,338,0.97,29.59,30.96,29.46,399.96,389.98,32.62,35.59,84.8,500.1,1799,99.18
18:32:51,20200219,Andy,BNL17655,YES,7.23,340,0.97,29.6,30.98,29.46,399.99,390.09,32.64,35.68,85,500.2,1800,99.18
18:34:13,20200219,Andy,BNL17655,NO,7.34,340,0.97,29.6,31,29.46,400.01,389.95,32.66,35.75,85.1,500.2,1800,99.17
18:47:54,20200219,Andy,BNL17655,YES,5.39,348,1,29.47,30.98,29.3,399.91,392.35,32.7,35.4,85,500.2,1800,99.16
18:35:55,20200219,Andy,BNL17655,NO,8.83,402,0.96,29.59,30.99,29.46,474.81,462.74,32.68,35.74,85.2,500.2,1801,99.17
18:37:40,20200219,Andy,BNL17655,NO,10.2,490,0.97,29.59,30.99,29.46,575.01,561.07,32.7,35.72,85.1,500.1,1801,99.17
18:39:20,20200219,Andy,BNL17655,NO,11.2,580,0.97,29.59,30.98,29.46,675.07,659.62,32.72,35.7,85.1,500.2,1799,99.17
18:40:54,20200219,Andy,BNL17655,NO,12.2,694,0.98,29.61,31.04,29.46,799.97,782.93,32.78,35.76,85.1,500.2,1799,99.16
18:42:35,20200219,Andy,BNL17655,NO,13.2,882,0.99,29.63,31.13,29.46,1000.18,981.22,32.85,35.86,85.2,500.2,1800,99.16
18:44:24,20200219,Andy,BNL17655,NO,14.6,1260,0.98,29.51,31.07,29.3,1399.66,1377.95,32.88,35.8,85.7,500.2,1801,99.16
18:46:15,20200219,Andy,BNL17655,NO,15.2,1650,0.97,29.48,31,29.3,1799.94,1776.51,32.9,35.71,85.6,500.2,1800,99.16
18:31:21,20200219,Bernie,BNL17656,NO,-0.95,57.7,1.03,29.53,30.95,29.02,49.97,50.99,32.49,34.97,83.6,499.8,1799,99.2
18:29:39,20200219,Bernie,BNL17656,NO,-0.06,98.7,1.04,29.5,30.92,29.02,100.06,99.88,32.48,34.82,83.4,499.8,1801,99.2
18:28:17,20200219,Bernie,BNL17656,NO,1.2,135,1.03,29.38,30.82,28.9,149.97,148.19,32.46,34.67,83.7,499.8,1801,99.2
18:26:46,20200219,Bernie,BNL17656,NO,3.32,210,1.04,29.28,30.85,28.67,249.9,245.37,32.47,34.6,83.9,499.8,1800,99.2
18:25:15,20200219,Bernie,BNL17656,NO,4.23,249,1.05,29.31,30.9,28.67,300.04,294.32,32.48,34.59,83.8,499.8,1800,99.2
18:21:09,20200219,Bernie,BNL17656,YES,6.2,322,1.16,29.66,31.34,28.64,399.97,391.63,32.4,34.63,82.3,499.8,1800,99.2
18:22:31,20200219,Bernie,BNL17656,YES,6.29,323,1.1,29.4,31.06,28.67,399.94,391.51,32.42,34.57,83.3,499.8,1801,99.21
18:23:53,20200219,Bernie,BNL17656,NO,6.38,323,1.07,29.34,30.95,28.67,400.08,391.57,32.45,34.56,83.6,499.8,1801,99.2
18:16:31,20200219,Bernie,BNL17656,YES,6.45,325,1.12,29.54,31.14,28.82,400.12,391.44,32.23,34.54,82.6,499.8,1800,99.21
18:50:51,20200219,Bernie,BNL17656,YES,4.15,334,1.1,29.4,30.94,28.86,399.92,394.25,32.59,34.25,82.5,499.8,1801,99.18
18:35:05,20200219,Bernie,BNL17656,YES,6.38,338,1.02,29.56,30.99,29.02,400.12,391.38,32.52,35.18,84,499.8,1800,99.19
18:36:36,20200219,Bernie,BNL17656,NO,6.2,338,1.03,29.56,30.98,29.02,400.04,391.56,32.53,35.1,83.8,499.8,1800,99.19
18:33:17,20200219,Bernie,BNL17656,YES,6.16,339,1.02,29.56,30.99,29.02,400.1,391.64,32.5,35.12,83.9,499.8,1800,99.2
18:38:25,20200219,Bernie,BNL17656,NO,7.64,396,1.04,29.56,31,29.02,475.04,464.67,32.53,35.01,83.6,499.8,1800,99.19
18:40:02,20200219,Bernie,BNL17656,NO,8.9,480,1.05,29.56,31.02,29.02,575.01,562.9,32.54,34.97,83.5,499.8,1800,99.19
18:41:31,20200219,Bernie,BNL17656,NO,9.84,566,1.07,29.6,31.1,29.02,675.12,661.67,32.61,35,83.4,499.8,1800,99.18
18:42:54,20200219,Bernie,BNL17656,NO,10.8,675,1.08,29.55,31.15,28.86,800.15,785.34,32.68,34.98,83.6,499.8,1799,99.18
18:44:54,20200219,Bernie,BNL17656,NO,11.5,854,1.09,29.5,31.1,28.86,1000.06,984.11,32.67,34.8,83.4,499.8,1800,99.18
18:47:16,20200219,Bernie,BNL17656,NO,12.6,1220,1.09,29.46,31.04,28.86,1399.94,1382,32.63,34.56,83,499.8,1801,99.18
18:49:13,20200219,Bernie,BNL17656,NO,13.3,1590,1.1,29.43,30.98,28.86,1799.88,1780.59,32.56,34.34,82.6,499.8,1800,99.18
12:24:18,20200219,Mariano,BNL17657,NO,-0.47,57.4,1.21,29.8,30.89,29.66,50.11,50.6,31.66,33.05,77.7,499.8,2001,99.01
12:22:56,20200219,Mariano,BNL17657,NO,0.53,88.2,1.21,29.82,30.9,29.66,99.82,99.04,31.72,33.12,77.8,499.8,2001,99.01
12:21:34,20200219,Mariano,BNL17657,NO,1.79,114,1.2,29.81,30.91,29.66,149.81,147.45,31.79,33.17,77.9,499.8,2001,99.02
12:20:12,20200219,Mariano,BNL17657,NO,4,174,1.19,29.8,30.89,29.67,250.16,245.01,31.84,33.22,78.1,499.8,2001,99.02
12:18:50,20200219,Mariano,BNL17657,NO,5.26,200,1.18,29.71,30.86,29.51,299.98,293.25,31.89,33.25,78.6,499.8,2000,99.02
12:16:06,20200219,Mariano,BNL17657,YES,7.66,248,1.2,29.67,30.93,29.35,400.03,390.31,31.99,33.3,78.9,499.8,2000,99.02
12:17:28,20200219,Mariano,BNL17657,NO,7.71,249,1.18,29.63,30.86,29.35,400.07,390.28,31.94,33.25,79,499.8,2000,99.02
12:25:58,20200219,Mariano,BNL17657,YES,8.01,249,1.21,29.79,30.86,29.66,399.74,389.55,31.56,32.97,77.6,499.8,2001,99.01
12:10:22,20200219,Mariano,BNL17657,YES,7.67,251,1.18,29.69,30.9,29.43,400.35,390.62,32.1,33.41,79.1,499.8,2000,99.02
12:14:44,20200219,Mariano,BNL17657,YES,7.52,254,1.21,30.04,31.03,29.61,400.26,390.68,32.05,33.42,77.5,499.8,2000,99.02
12:27:20,20200219,Mariano,BNL17657,YES,7.66,257,1.21,29.79,30.86,29.66,399.93,390.15,31.49,32.92,77.5,499.8,2001,99.01
12:28:42,20200219,Mariano,BNL17657,NO,7.76,257,1.23,29.89,30.91,29.82,399.96,390.06,31.42,32.89,76.9,499.8,2001,99.01
12:42:11,20200219,Mariano,BNL17657,YES,5.64,276,1.3,29.93,31,29.82,400.04,392.74,31.12,32.42,75.6,499.9,2000,99.01
12:30:31,20200219,Mariano,BNL17657,NO,9.43,301,1.24,29.9,30.92,29.82,475,462.98,31.33,32.81,76.7,499.8,2001,99.01
12:32:17,20200219,Mariano,BNL17657,NO,11.4,363,1.25,29.91,30.94,29.82,574.89,560.3,31.27,32.76,76.5,499.9,2001,99.01
12:33:46,20200219,Mariano,BNL17657,NO,13.2,428,1.26,29.91,30.95,29.82,674.82,658,31.23,32.7,76.4,499.9,2001,99.01
12:35:12,20200219,Mariano,BNL17657,NO,14.7,521,1.27,29.92,30.96,29.82,800.11,781.26,31.19,32.66,76.2,499.9,2001,99.01
12:37:01,20200219,Mariano,BNL17657,NO,17,668,1.28,29.94,30.99,29.82,1000.08,978.15,31.16,32.61,76.1,499.8,2000,99.01
12:38:48,20200219,Mariano,BNL17657,NO,19.7,998,1.29,29.94,30.99,29.82,1400.07,1374.37,31.12,32.53,75.9,499.9,2000,99.01
12:40:32,20200219,Mariano,BNL17657,NO,20.4,1360,1.3,29.93,30.99,29.82,1799.7,1772.68,31.09,32.45,75.7,499.9,2000,99.01
19:17:44,20200219,Derek,BNL17658,NO,-0.65,72.3,1.23,28.51,31.01,27.84,49.99,51.05,32.2,33.18,84.1,350.5,1801,99.12
19:16:22,20200219,Derek,BNL17658,NO,-0.22,106,1.23,28.51,31.02,27.84,99.57,99.85,32.18,33.16,84.1,350.5,1801,99.13
19:14:54,20200219,Derek,BNL17658,NO,0.33,135,1.23,28.52,31.04,27.84,149.96,149.25,32.17,33.16,84,350.5,1799,99.12
19:13:32,20200219,Derek,BNL17658,NO,1.44,192,1.23,28.52,31.02,27.84,250.2,247.47,32.15,33.13,84,350.5,1799,99.12
19:12:09,20200219,Derek,BNL17658,NO,1.82,226,1.24,28.52,31.03,27.84,300.02,296.6,32.14,33.11,83.9,350.5,1800,99.12
19:09:25,20200219,Derek,BNL17658,YES,2.95,277,1.27,28.62,31.13,27.81,400.14,394.7,32.14,33.08,83.3,350.5,1800,99.13
19:10:47,20200219,Derek,BNL17658,NO,3.03,278,1.25,28.55,31.06,27.84,399.98,394.39,32.14,33.1,83.7,350.5,1800,99.13
19:22:19,20200219,Derek,BNL17658,NO,3.1,283,1.22,28.51,31,27.84,400.07,394.36,32.24,33.24,84.3,350.5,1800,99.12
19:08:03,20200219,Derek,BNL17658,YES,2.94,284,1.28,28.97,31.22,28.22,400.08,394.64,32.15,33.16,81.9,350.5,1800,99.13
19:19:34,20200219,Derek,BNL17658,YES,2.89,289,1.23,28.51,31.02,27.84,400.42,395.07,32.22,33.21,84.2,350.5,1800,99.12
19:20:57,20200219,Derek,BNL17658,YES,2.88,291,1.22,28.52,31.01,27.84,400.09,394.74,32.24,33.25,84.3,350.4,1800,99.12
19:37:22,20200219,Derek,BNL17658,YES,1.42,326,1.29,28.69,31.05,28.15,399.79,397.04,31.83,32.64,81.9,350.5,1799,99.09
19:24:06,20200219,Derek,BNL17658,NO,3.91,328,1.21,28.48,30.95,27.84,474.89,467.72,32.23,33.22,84.4,350.5,1801,99.11
18:04:02,20200219,Derek,BNL17658,YES,1.79,329,1.36,29.72,31.54,30.83,400.94,397.42,32.1,33.21,79.3,350.6,1800,99.21
19:25:47,20200219,Derek,BNL17658,NO,4.71,398,1.19,28.46,30.88,27.84,574.72,566.08,32.2,33.18,84.4,350.5,1801,99.11
19:27:22,20200219,Derek,BNL17658,NO,5.53,475,1.19,28.52,30.88,27.99,675.04,664.87,32.15,33.18,84.1,350.5,1801,99.11
19:28:53,20200219,Derek,BNL17658,NO,6.33,576,1.2,28.63,30.9,28.15,800.38,788.68,32.09,33.15,83.5,350.5,1800,99.11
19:30:54,20200219,Derek,BNL17658,NO,6.64,758,1.22,28.67,30.96,28.15,1000.2,987.74,32.02,33.09,83.1,350.5,1799,99.1
19:33:13,20200219,Derek,BNL17658,NO,7.76,1100,1.24,28.68,31,28.15,1399.78,1385.03,31.94,32.96,82.7,350.5,1799,99.1
19:35:35,20200219,Derek,BNL17658,NO,8.54,1420,1.27,28.68,31.01,28.15,1798.78,1782.45,31.85,32.77,82.2,350.5,1799,99.1
14:02:20,20200219,Lindsey,BNL17659,YES,-0.43,59.66,1.24,31.48,31,31.23,49.95,50.61,31.46,32.89,70.6,350.04,1800,99.35
14:00:46,20200219,Lindsey,BNL17659,YES,-0.93,99.71,1.24,31.48,31,31.25,74.94,76.45,31.59,32.87,70.6,350.04,1800,99.35
13:58:23,20200219,Lindsey,BNL17659,YES,1.37,113.46,1.19,31.42,30.99,31.33,150,147.42,31.91,33.35,71.9,350.02,1800,99.35
13:59:35,20200219,Lindsey,BNL17659,YES,-0.78,122.26,1.23,31.46,30.99,31.29,99.94,101.16,31.76,32.89,70.7,350.06,1800,99.35
13:56:50,20200219,Lindsey,BNL17659,YES,2.59,158.21,1.19,31.4,30.99,31.38,225.02,220.24,31.9,33.36,71.9,350.01,1800,99.35
13:55:11,20200219,Lindsey,BNL17659,YES,3.82,194.92,1.19,31.43,31.01,31.42,300.04,293.09,32.03,33.38,71.9,350.02,1800,99.35
13:50:30,20200219,Lindsey,BNL17659,YES,5.55,239.92,1.2,31.47,31.02,31.62,400.03,390,32.04,33.32,71.6,350.02,1800,99.36
14:06:56,20200219,Lindsey,BNL17659,YES,6.39,247.7,1.21,31.42,31.02,31.28,400.05,388.45,31.63,33.22,71.6,350.01,1800,99.34
13:51:57,20200219,Lindsey,BNL17659,YES,5.53,249.55,1.19,31.47,31.01,31.56,400.03,390.01,32.02,33.38,71.7,350,1800,99.36
13:53:32,20200219,Lindsey,BNL17659,YES,5.54,250.71,1.19,31.45,31.01,31.49,400.03,389.98,31.98,33.36,71.7,350,1800,99.36
14:05:32,20200219,Lindsey,BNL17659,YES,7.21,255.23,1.21,31.45,31.01,31.25,400.04,386.91,31.32,33.24,71.5,350.01,1800,99.34
14:21:03,20200219,Lindsey,BNL17659,YES,2.76,258.31,1.2,31.44,31.01,31.23,400.02,395.01,32.6,33.3,71.7,350.01,1800,99.32
14:04:07,20200219,Lindsey,BNL17659,YES,7.53,272.3,1.19,31.47,31.01,31.24,400.09,386.26,31.09,33.39,71.7,350.01,1800,99.34
14:08:31,20200219,Lindsey,BNL17659,YES,6.76,283.79,1.2,31.38,30.99,31.31,475.03,462.83,31.99,33.29,71.9,350.01,1800,99.33
14:10:12,20200219,Lindsey,BNL17659,YES,7.53,336.59,1.19,31.37,30.98,31.34,575.08,561.5,32.11,33.26,71.9,350.02,1800,99.33
14:11:42,20200219,Lindsey,BNL17659,YES,8.46,376.36,1.2,31.39,31,31.35,675.06,659.85,32.26,33.29,71.8,350.02,1800,99.33
14:13:22,20200219,Lindsey,BNL17659,YES,9.7,443.54,1.19,31.36,30.98,31.36,800.02,782.6,32.33,33.31,72,350.02,1800,99.33
14:15:15,20200219,Lindsey,BNL17659,YES,11.63,566.22,1.19,31.39,30.99,31.35,1000.02,979.11,32.33,33.3,71.9,350.02,1800,99.33
14:17:16,20200219,Lindsey,BNL17659,YES,14.35,838.52,1.19,31.4,30.98,31.33,1399.99,1374.08,32.38,33.3,71.8,350.03,1800,99.32
14:19:11,20200219,Lindsey,BNL17659,YES,15.57,1071.35,1.2,31.42,30.99,31.29,1800.03,1771.92,32.48,33.25,71.6,350.03,1800,99.31
21:14:26,20200219,Andy,BNL17660,YES,8.81,-877,1.42,28.65,30.94,28.56,399.88,384.69,30.76,31.03,78,350.5,1800,99.04
20:56:22,20200219,Andy,BNL17660,YES,-0.36,79.8,1.41,28.65,30.91,28.56,49.92,50.5,30.64,31.09,78.1,350.5,1799,99.04
20:54:57,20200219,Andy,BNL17660,YES,-0.19,114,1.4,28.64,30.9,28.56,100,100.27,30.66,31.11,78.2,350.5,1800,99.04
20:53:37,20200219,Andy,BNL17660,YES,0.01,145,1.4,28.63,30.87,28.57,149.92,149.84,30.7,31.13,78.3,350.5,1800,99.04
20:52:14,20200219,Andy,BNL17660,YES,0.76,176,1.38,28.56,30.84,28.58,250.1,248.69,30.74,31.17,78.8,350.5,1800,99.04
20:58:05,20200219,Andy,BNL17660,YES,2.42,178,1.4,28.64,30.91,28.56,399.98,395.66,30.7,31.15,78.3,350.5,1800,99.04
20:48:12,20200219,Andy,BNL17660,YES,2.12,186,1.43,28.6,31.05,28.4,399.96,396.17,30.85,31.27,78.8,350.5,1800,99.04
20:50:54,20200219,Andy,BNL17660,YES,1.11,187,1.39,28.53,30.89,28.41,300,297.97,30.79,31.2,78.9,350.5,1800,99.04
20:46:52,20200219,Andy,BNL17660,YES,2.18,191,1.47,28.88,31.22,28.64,400.04,396.13,30.85,31.3,77.6,350.6,1799,99.04
20:49:32,20200219,Andy,BNL17660,YES,2.11,192,1.4,28.56,30.95,28.41,399.95,396.17,30.84,31.26,79,350.5,1799,99.04
21:00:45,20200219,Andy,BNL17660,YES,2.25,198,1.4,28.65,30.92,28.56,399.99,395.95,30.71,31.17,78.4,350.5,1799,99.04
20:44:13,20200219,Andy,BNL17660,YES,2.27,199,1.38,28.57,30.89,28.45,400.3,396.23,30.87,31.32,79.1,350.5,1800,99.04
20:59:25,20200219,Andy,BNL17660,YES,2.2,200,1.4,28.64,30.92,28.56,399.95,396,30.71,31.17,78.4,350.6,1799,99.04
21:02:26,20200219,Andy,BNL17660,YES,2.82,219,1.41,28.66,30.94,28.57,474.93,469.88,30.75,31.2,78.4,350.5,1799,99.04
21:04:15,20200219,Andy,BNL17660,YES,3.23,266,1.42,28.67,31,28.56,575.07,569.28,30.82,31.26,78.5,350.5,1800,99.04
21:05:51,20200219,Andy,BNL17660,YES,3.81,285,1.42,28.67,31.02,28.56,675.04,668.25,30.86,31.27,78.5,350.6,1800,99.04
21:07:16,20200219,Andy,BNL17660,YES,4.16,374,1.42,28.67,31.02,28.56,800.31,792.87,30.89,31.29,78.5,350.6,1800,99.03
21:09:04,20200219,Andy,BNL17660,YES,4.99,420,1.41,28.67,31,28.56,1000.09,991.18,30.92,31.28,78.5,350.5,1801,99.04
21:10:45,20200219,Andy,BNL17660,YES,6.52,642,1.41,28.67,31,28.56,1400.24,1388.56,30.96,31.31,78.6,350.5,1800,99.04
21:12:34,20200219,Andy,BNL17660,YES,7.6,826,1.41,28.67,30.99,28.56,1800.23,1786.63,30.98,31.3,78.6,350.5,1800,99.04
22:05:56,20200219,Bernie,BNL17661,NO,-0.53,63.6,1.41,29.81,30.9,29.8,49.87,50.7,29.64,31.08,73,350.4,1799,99.06
22:04:23,20200219,Bernie,BNL17661,NO,0.05,96.1,1.41,29.81,30.9,29.81,100.05,99.82,29.65,31.06,73,350.4,1799,99.06
22:02:44,20200219,Bernie,BNL17661,NO,0.15,142,1.41,29.8,30.9,29.8,150.13,149.66,29.68,31.05,73,350.4,1799,99.06
22:01:21,20200219,Bernie,BNL17661,NO,0.87,218,1.41,29.79,30.88,29.81,250.02,248.19,29.69,31.03,73,350.4,1800,99.06
21:59:53,20200219,Bernie,BNL17661,NO,1.27,253,1.41,29.79,30.89,29.8,299.97,297.39,29.72,31.04,73.1,350.4,1800,99.06
21:23:06,20200219,Bernie,BNL17661,YES,2.18,271,1.41,29.18,30.91,29.27,403.13,399.1,30.36,31.07,76.6,350.4,1800,99.06
21:56:51,20200219,Bernie,BNL17661,YES,2.24,319,1.39,29.59,30.82,29.55,400.04,395.68,29.76,31.03,73.9,350.4,1799,99.06
21:58:25,20200219,Bernie,BNL17661,NO,2.21,322,1.41,29.79,30.9,29.81,399.9,395.58,29.74,31.06,73.1,350.4,1799,99.06
21:55:29,20200219,Bernie,BNL17661,YES,2.06,323,1.42,29.65,30.93,29.31,400.13,396.09,29.78,31.05,73.7,350.4,1799,99.06
22:08:01,20200219,Bernie,BNL17661,YES,2.39,324,1.41,29.81,30.9,29.81,399.81,395.12,29.6,31.07,73,350.4,1799,99.06
22:09:23,20200219,Bernie,BNL17661,YES,2.32,327,1.41,29.82,30.9,29.81,399.94,395.36,29.59,31.1,73.1,350.4,1799,99.06
22:11:45,20200219,Bernie,BNL17661,NO,2.28,328,1.4,29.81,30.9,29.81,399.69,395.16,29.59,31.11,73.1,350.4,1800,99.06
22:13:43,20200219,Bernie,BNL17661,NO,3.19,379,1.41,29.82,30.92,29.81,475.65,469.45,29.59,31.13,73.1,350.4,1800,99.06
22:15:50,20200219,Bernie,BNL17661,NO,3.33,471,1.41,29.83,30.92,29.81,574.8,568.2,29.6,31.13,73.1,350.4,1800,99.06
22:17:48,20200219,Bernie,BNL17661,NO,4.3,544,1.4,29.8,30.88,29.81,675.92,667.51,29.57,31.09,73.1,350.4,1800,99.07
22:25:50,20200219,Bernie,BNL17661,YES,-7.02,584,1.41,29.82,30.9,29.81,400.47,411.86,29.55,31.04,73,350.4,1800,99.07
