obs,Curve,time,elapsed,date,TIME,E,A,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,blfa_1,blfa_2,blfa_3,DarkAdaptedID,Fo,Fm,Fv,Fv/Fm,Adark,LightAdaptedID,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,Afs,ETR,Fv'/Fm',PhiCO2,NPQ,DarkPulseID,Fo',Fv',qP,qN,qP_Fo,qN_Fo,Qin,Qabs,alpha,convert,TIME,CO2_s,CO2_r,H2O_s,H2O_r,Flow,Pa,?Pcham,Tair,Tleaf,Tleaf2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Heatx_setpoint,CO2_r_setpoint,H2O_r_setpoint,SS_s,SS_r,MatchH2O,MatchCO2,MatchValveR,MatchValveS
13,c6,1499746371,870.4000001,20170711 12:12:51,1499746371,0.00585319,63.37934274,843.1799276,84.21122772,141.2209566,0.204610927,2.253767378,0.194822806,0.122604649,247.843737,34.72380986,35.0248,5.656133127,49.8066336,2.782332491,5.586268917,2.873800635,-0.041285247,0.046346307,3.461958445,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.508475,63.37934274,#DIV/0!,#DIV/0!,0.050912544,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.01,1264.508475,0.84300003,0.19600006,1499746371,1414,1499.99,27.8586,21.0302,499.982,99.7734,0.0999781,34.8005,35.0248,999.9,9978.75,0,1185.4,1500.01,0.899999,0.100001,0,1138.8,5.00027,17439.7,50.187,52.187,50.937,52,52.312,1139.017692,-3.394871784,-47.29914524,17445.01923,15,2,491.823,788.484,30.0011,38.7892,30.0005,38.6466,38.6041,70.4944,65.1675,0,30,1500,20.9446,97.1533,98.6165,-0.073,14.782,100,100
1,c7,1499746603,0,20170711 12:16:43,1499746603,0.004544194,11.17452993,244.5225151,24.4197129,38.38784922,0.148684193,2.256543036,0.143448115,0.090110151,247.8070894,35.27726977,35.5558,5.824561648,49.73643559,2.79751239,5.624674057,3.027049258,-0.041360127,0.046430366,3.466925426,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.315305,11.17452993,#DIV/0!,#DIV/0!,0.009629346,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.78,1264.315305,0.84300051,0.19600102,1499746603,384.39,399.895,28.0124,22.7123,500.017,99.7669,0.10003,34.9241,35.5558,999.9,9997.5,0,1189.97,1499.78,0.899983,0.100017,0,872.322,5.00027,13177.9,50.25,52.25,51.062,52.125,52.375,873.4576538,-11.26526497,-147.5589744,13197.68846,15,2,474.389,787.873,29.9999,38.9124,30.0002,38.7517,38.7041,23.8852,60.3889,0,30,400,22.8562,97.129,98.5944,-0.015,14.757,100,100
2,c7,1499746674,70.5,20170711 12:17:53,1499746673,0.004391721,6.203064396,206.3891276,20.61130533,29.05238631,0.142219799,2.258263585,0.137424743,0.086307813,247.8321732,35.34726187,35.6359,5.85034318,49.67338357,2.797063525,5.630910003,3.053279656,-0.041406586,0.04648252,3.470005548,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.449766,6.203064396,#DIV/0!,#DIV/0!,0.0056966,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.94,1264.449766,0.843000231,0.196000015,1499746673,290.913,299.889,28.0081,22.8861,500.045,99.7662,0.100036,34.9441,35.6359,999.9,10008.8,0,1268.36,1499.94,0.900001,0.0999993,0,853.532,5.00027,12921,50.25,52.312,51.062,52.125,52.375,854.5723846,-7.102085476,-79.84615378,12930.88077,15,2,475.166,788.541,30.0003,38.9382,30.0003,38.777,38.7264,18.7973,59.0036,0,30,300,23.0729,97.124,98.5916,-0.015,14.757,100,100
3,c7,1499746746,142.5,20170711 12:19:05,1499746745,0.004114444,1.179677429,173.2001332,17.29673168,19.72704713,0.131233573,2.253647669,0.127131141,0.079814867,247.8206072,35.48400055,35.7733,5.894798632,49.66448874,2.803526416,5.644931594,3.091272216,-0.04128202,0.046342684,3.461744283,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.390756,1.179677429,#DIV/0!,#DIV/0!,0.001723895,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.87,1264.390756,0.843000231,0.196000015,1499746745,197.536,199.927,28.073,23.2741,499.982,99.7656,0.0999796,34.989,35.7733,999.9,9978.75,0,1355.94,1499.87,0.900001,0.0999993,0,841.365,5.00027,12743.5,50.312,52.375,51.125,52.187,52.437,841.7504615,-4.305025649,-61.81538454,12753.11154,15,2,475.488,788.945,30.0009,38.9769,30.0004,38.8119,38.7628,13.4624,57.8904,0,30,200,23.4426,97.1178,98.5839,-0.015,14.757,100,100
4,c7,1499746819,215.5,20170711 12:20:18,1499746818,0.003950963,-3.460587359,142.7409958,14.25480214,10.35018843,0.124901552,2.250756663,0.121174784,0.076059813,247.8635643,35.56491375,35.8824,5.930306428,49.82669888,2.816766801,5.65312747,3.113539626,-0.041204121,0.046255235,3.456573602,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.609635,-3.460587359,#DIV/0!,#DIV/0!,-0.001945729,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.13,1264.609635,0.84300003,0.19600006,1499746818,103.642,99.9807,28.2058,23.5984,500.003,99.7648,0.100008,35.0152,35.8824,999.9,9960,0,1366.5,1500.13,0.899999,0.100001,0,834.478,5.00027,12651.5,50.375,52.375,51.125,52.25,52.437,834.9294615,-2.577367529,-29.97606847,12654.83846,15,2,475.787,789.196,30.0006,39.0412,30.0005,38.8706,38.8204,7.89377,57.6121,0,30,100,23.6046,97.0996,98.5666,-0.015,14.757,100,100
5,c7,1499746890,286.5,20170711 12:21:29,1499746889,0.003873255,-5.474333206,125.5502257,12.53764102,5.62139678,0.121358748,2.252433666,0.11783973,0.073957502,247.8569552,35.6072537,35.9497,5.952302487,49.73105948,2.814038759,5.65851359,3.138263728,-0.041249297,0.04630595,3.459572667,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.575915,-5.474333206,#DIV/0!,#DIV/0!,-0.003538208,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.09,1264.575915,0.84300003,0.19600006,1499746889,56.2919,49.9855,28.1794,23.6633,500.092,99.7615,0.100057,35.0324,35.9497,999.9,9971.25,0,1390.52,1500.09,0.899999,0.100001,0,833.665,5.00027,12634.8,50.437,52.437,51.187,52.312,52.562,833.3973846,-0.473094018,-2.013675182,12633.92692,15,2,475.986,788.803,30.0005,39.0991,30.0002,38.9188,38.8642,5.08487,58.1773,0,30,50,23.6737,97.0891,98.5563,-0.015,14.757,100,100
6,c7,1499746955,351.5,20170711 12:22:34,1499746954,0.003796891,-6.588231771,115.2192915,11.50551994,2.774592867,0.118478187,2.254100213,0.11512416,0.072246037,247.8239118,35.65322006,36.0015,5.969280823,49.79207711,2.820846899,5.665252512,3.148433924,-0.041294222,0.046356382,3.462553917,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.407616,-6.588231771,#DIV/0!,#DIV/0!,-0.004419644,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.89,1264.407616,0.843000231,0.196000015,1499746954,27.7855,20.0058,28.2487,23.8209,499.973,99.7576,0.0999828,35.0539,36.0015,999.9,9982.5,0,1382.07,1499.89,0.900001,0.0999993,0,834.282,5.00027,12642.9,50.437,52.437,51.187,52.312,52.562,834.3679231,-0.197948724,4.280341762,12642.99231,15,2,475.889,788.814,30.0016,39.1361,30.0004,38.9563,38.9015,3.41547,58.7288,0,30,20,23.711,97.079,98.5502,-0.015,14.757,100,100
7,c7,1499747035,431.5,20170711 12:23:54,1499747034,0.00371271,10.09586804,227.1896119,22.68459604,38.56158262,0.115798464,2.256830475,0.112595996,0.070652849,247.8239096,35.70929554,36.0096,5.971939537,49.77774988,2.82458101,5.674384673,3.147358527,-0.041367887,0.046439077,3.467439932,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.407315,10.09586804,#DIV/0!,#DIV/0!,0.008775549,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.89,1264.407315,0.84300003,0.19600006,1499747034,386.2,400.034,28.2886,23.9599,500.06,99.7487,0.100038,35.083,36.0096,999.9,10001.2,0,1318.1,1499.89,0.899999,0.100001,0,830.949,5.00027,12608.3,50.437,52.437,51.25,52.312,52.562,832.1280769,-9.354461531,-126.8136751,12624.62692,15,2,476.332,789.506,30.0012,39.2155,30.0007,39.0298,38.9775,24.0114,59.0097,0,30,400,24.0057,97.0608,98.5339,-0.015,14.757,100,100
8,c7,1499747095,492,20170711 12:24:55,1499747095,0.003673919,10.00633127,226.7981078,22.64445476,38.5717758,0.114346588,2.256192834,0.111221897,0.069787315,247.8106936,35.71650448,36.042,5.982584679,49.88961276,2.830051288,5.672626287,3.152533391,-0.041350675,0.046419756,3.466298613,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.340176,10.00633127,#DIV/0!,#DIV/0!,0.008705198,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.81,1264.340176,0.843000231,0.196000015,1499747095,386.32,400.03,28.3447,24.0612,500.028,99.7441,0.100008,35.0774,36.042,999.9,9997.5,0,970.959,1499.81,0.900001,0.0999993,0,827.605,5.00027,12537.4,50.437,52.437,51.25,52.312,52.562,827.7928846,-2.053504272,-62.0991453,12544.80769,15,2,476.275,789.207,29.9987,39.2854,30.0004,39.0936,39.0381,24.0009,59.2899,0,30,400,24.0449,97.0464,98.5189,-0.015,14.757,100,100
9,c7,1499747172,568.5,20170711 12:26:11,1499747171,0.003477147,18.30253108,278.7487768,27.83079077,57.4708601,0.109097504,2.255582743,0.10624851,0.066655093,247.8272164,35.66841765,35.9327,5.946739597,50.07364008,2.822758453,5.637214407,3.123981144,-0.041334212,0.046401274,3.465206725,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.424476,18.30253108,#DIV/0!,#DIV/0!,0.015265863,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.91,1264.424476,0.843000231,0.196000015,1499747171,575.619,599.982,28.2723,24.218,500.038,99.7418,0.10004,34.9643,35.9327,999.9,9993.75,0,568.276,1499.91,0.900001,0.0999993,0,846.753,5.00027,12804.4,50.375,52.25,51.187,52.25,52.562,846.8377308,-0.136786324,-12.52307691,12805.75769,15,2,475.993,789.893,29.9978,39.3307,30.0002,39.1453,39.0855,33.6543,59.2899,0,30,600,24.2585,97.0411,98.5089,-0.015,14.757,100,100
10,c7,1499747273,669.5,20170711 12:27:52,1499747272,0.00309896,25.11368756,318.6589351,31.81924376,76.58382151,0.097595505,2.260930711,0.095314066,0.059771827,247.8137419,35.58698266,35.7875,5.899409697,50.13042946,2.794183486,5.573827147,3.105226212,-0.041478667,0.046563437,3.474782099,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.3566,25.11368756,#DIV/0!,#DIV/0!,0.020653736,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.83,1264.3566,0.84299994,0.19599988,1499747272,766.961,799.946,27.9828,24.3685,500.054,99.7535,0.100106,34.7603,35.7875,999.9,10027.5,0,617.625,1499.83,0.900002,0.099998,0,879.001,5.00027,13282.1,50.187,51.875,51,51.875,52.312,878.8136538,1.286256417,23.89401712,13279.58077,15,2,476.635,791.499,29.9981,39.2748,29.9996,39.1191,39.0581,42.7037,59.2899,0,30,800,24.3193,97.0542,98.5193,-0.015,14.757,100,100
11,c7,1499747394,790.5,20170711 12:29:53,1499747393,0.002673439,30.10247975,341.0526563,34.05756611,95.94043007,0.083663145,2.25615198,0.081977054,0.051384317,247.8451352,35.60714838,35.7318,5.881340574,49.95533263,2.765696488,5.536338849,3.115644086,-0.041349573,0.046418518,3.466225492,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.51677,30.10247975,#DIV/0!,#DIV/0!,0.024596336,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.02,1264.51677,0.84299994,0.19599988,1499747393,960.748,999.956,27.6957,24.5762,499.964,99.7602,0.0999403,34.6387,35.7318,999.9,9995.62,0,831.8,1500.02,0.900002,0.099998,0,915.489,5.00027,13823.4,49.937,51.5,50.687,51.375,52,915.7768846,-0.671145294,-23.36410258,13825.76154,15,2,476.34,793.851,29.9987,39.1003,29.9995,38.9933,38.9434,51.2624,59.5624,0,30,1000,24.6094,97.0845,98.5535,-0.015,14.757,100,100
12,c7,1499747507,903.4000001,20170711 12:31:46,1499747506,0.002352538,34.22032604,344.6445627,34.41488711,115.4037793,0.072067344,2.254653915,0.070811655,0.04436828,247.8484397,35.80040237,35.9332,5.946903147,49.86885716,2.774304057,5.56319959,3.172599089,-0.041309155,0.046373145,3.463544617,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.53363,34.22032604,#DIV/0!,#DIV/0!,0.027852423,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.04,1264.53363,0.84299994,0.19599988,1499747506,1155.7,1200.03,27.783,25.0382,499.966,99.7562,0.0999731,34.7259,35.9332,999.9,9986.25,0,1322.42,1500.04,0.900002,0.099998,0,946.706,5.00027,14312.3,49.875,51.5,50.562,51.375,51.937,947.0546154,-2.056410266,-9.295726511,14311.92692,15,2,476.369,795.201,30.0016,38.9727,29.9999,38.8855,38.8472,59.4334,59.5642,0,30,1200,24.9187,97.1091,98.5793,-0.015,14.757,100,100
13,c7,1499747608,1004.9,20170711 12:33:28,1499747608,0.002222542,41.04836411,403.222734,40.2631061,144.4736936,0.067014868,2.258628886,0.065929522,0.041302001,247.850092,35.94847046,36.1194,6.008081486,49.85797206,2.790239697,5.59637623,3.217841788,-0.041416454,0.046493597,3.47065963,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.54206,41.04836411,#DIV/0!,#DIV/0!,0.033251851,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.05,1264.54206,0.84299994,0.19599988,1499747608,1446.86,1499.96,27.9434,25.3517,500.159,99.7531,0.100164,34.8331,36.1194,999.9,10012.5,0,1034.37,1500.05,0.900002,0.099998,0,992.654,5.00027,14971.9,49.875,51.687,50.625,51.625,52,993.0045769,-1.608512816,-69.65470085,14977.16154,15,2,476.628,795.299,30.0001,39.0068,30.0004,38.9006,38.8642,71.0179,59.8472,0,30,1500,25.2696,97.0977,98.5672,-0.015,14.757,100,100
1,c8,1499748021,0,20170711 12:40:21,1499748021,0.004654897,12.25324977,231.9711616,23.15932434,38.25108118,0.149406962,2.252634803,0.144112006,0.090530101,247.8772061,35.1653446,35.7085,5.873796311,49.79442519,2.788909007,5.60084587,3.084887304,-0.041254718,0.046312035,3.459932428,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.6773,12.25324977,#DIV/0!,#DIV/0!,0.010479551,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.21,1264.6773,0.84300018,0.19600036,1499748021,383.135,399.978,27.9346,22.5051,500.031,99.7371,0.099984,34.8475,35.7085,999.9,9975,0,1221.52,1500.21,0.899994,0.100006,0,954.612,5.00027,14396.7,50.187,51.875,50.937,51.937,52.312,958.7316154,-36.26598287,-510.9162386,14456.45769,15,2,474.707,787.795,29.999,39.2119,30.0002,39.051,38.9976,23.9556,80.6391,0,30,400,22.5235,97.0679,98.5393,0.129,14.818,100,100
2,c8,1499748092,70.9000001,20170711 12:41:32,1499748092,0.004575731,7.078991612,197.8297918,19.75017429,28.94562154,0.146745673,2.257664647,0.141645158,0.088971716,247.8309422,35.1711624,35.7361,5.882733783,50.00785035,2.797882738,5.59488704,3.084851045,-0.041390409,0.046464361,3.468933223,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.44126,7.078991612,#DIV/0!,#DIV/0!,0.006389377,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.93,1264.44126,0.84300018,0.19600036,1499748092,289.937,300.024,28.0253,22.6882,499.99,99.7342,0.0999762,34.8283,35.7361,999.9,10008.1,0,1150.3,1499.93,0.899994,0.100006,0,915.954,5.00027,13841.5,50.187,51.812,50.937,51.875,52.312,917.9298462,-16.67152137,-240.9025643,13871.91538,15,2,475.17,787.554,29.9999,39.2311,30.0003,39.0701,39.0202,18.8078,84.2144,0,30,300,22.5302,97.0645,98.5368,0.129,14.818,100,100
3,c8,1499748166,145,20170711 12:42:46,1499748166,0.004511263,1.765831221,167.1631839,16.68743599,19.64749436,0.143813738,2.252484385,0.138900477,0.087240251,247.8524627,35.20165042,35.796,5.902171341,50.04528638,2.801281577,5.597493349,3.100889764,-0.041250664,0.046307484,3.459663384,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.558123,1.765831221,#DIV/0!,#DIV/0!,0.002187192,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.07,1264.558123,0.842999409,0.195999265,1499748166,196.815,200,28.0613,22.7988,499.915,99.7273,0.0999203,34.8367,35.796,999.9,9975,0,1177.57,1500.07,0.900011,0.0999887,0,893.49,5.00027,13524.6,50.187,51.75,50.937,51.812,52.25,894.3611923,-7.924478643,-114.6256411,13538.26154,15,2,475.922,787.262,30.0011,39.2464,30.0002,39.089,39.0403,13.4233,89.5324,0,30,200,22.5722,97.063,98.5366,0.129,14.818,100,100
4,c8,1499748240,219,20170711 12:44:00,1499748240,0.004469253,-3.356559644,136.2549343,13.60082856,10.31469448,0.141188291,2.254081181,0.13645284,0.085695255,247.8425491,35.2389501,35.8537,5.920947734,49.85460512,2.794292599,5.604883625,3.126655136,-0.041293709,0.046355806,3.462519865,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.507543,-3.356559644,#DIV/0!,#DIV/0!,-0.001863618,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.01,1264.507543,0.842999409,0.195999265,1499748240,103.334,99.8605,27.9936,22.7809,500.026,99.7189,0.10008,34.8605,35.8537,999.9,9986.25,0,1120.45,1500.01,0.900011,0.0999887,0,882.359,5.00027,13365.5,50.25,51.812,50.937,51.812,52.312,882.7667308,-4.835521364,-51.1555555,13371.39615,15,2,476.547,786.699,30.0007,39.2826,30.0004,39.1231,39.0742,7.83639,92.7672,0,30,100,22.8229,97.055,98.5262,0.129,14.818,100,100
5,c8,1499748308,286.5,20170711 12:45:07,1499748307,0.004359519,-5.442742885,116.7763868,11.65624163,5.612068075,0.13772866,2.256338825,0.133222802,0.083656805,247.8178086,35.28607368,35.9014,5.936509145,50.16174286,2.813315671,5.608488681,3.123193474,-0.041354616,0.046424179,3.466559912,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.373865,-5.442742885,#DIV/0!,#DIV/0!,-0.003513789,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.85,1264.373865,0.84300021,0.19600042,1499748307,56.2237,49.987,28.1848,23.1012,500.037,99.7167,0.100069,34.8721,35.9014,999.9,10001.2,0,1148.43,1499.85,0.899993,0.100007,0,879.907,5.00027,13337.5,50.375,51.937,51.062,51.937,52.375,880.2465385,-1.285880335,2.495726495,13339.43077,15,2,476.561,786.246,30.0005,39.3377,30.0006,39.1755,39.1261,5.02072,99.1397,0,30,50,22.6759,97.0407,98.5139,0.129,14.818,100,100
6,c8,1499748400,378.5,20170711 12:46:39,1499748399,0.004145664,-6.545339304,105.8438224,10.56459479,2.765869536,0.131928842,2.255716604,0.127787238,0.0802283,247.8244177,35.38119904,35.9824,5.963015582,51.06927193,2.868137987,5.61617168,3.094877595,-0.041337824,0.046405329,3.465446287,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.407585,-6.545339304,#DIV/0!,#DIV/0!,-0.004385721,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.89,1264.407585,0.84300021,0.19600042,1499748399,27.7105,19.9937,28.7351,23.9031,499.984,99.7131,0.0999505,34.8968,35.9824,999.9,9997.5,0,1186.04,1499.89,0.899993,0.100007,0,882.56,5.00027,13372.9,50.437,52.062,51.125,52.062,52.5,882.3103846,2.208205139,28.84444455,13370.31154,15,2,476.417,787.138,29.9999,39.4229,30.0005,39.2488,39.198,3.35713,100,0,30,20,22.0706,97.022,98.4988,0.129,14.818,100,100
7,c8,1499748480,458.5,20170711 12:47:59,1499748479,0.003824166,11.47430258,218.3917381,21.79840859,38.37323818,0.124858421,2.256868673,0.121143947,0.076039493,247.8706817,35.42915977,35.9129,5.940266159,52.32821084,2.929441649,5.598207166,3.01082451,-0.041368918,0.046440234,3.467508309,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.643625,11.47430258,#DIV/0!,#DIV/0!,0.009863888,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.17,1264.643625,0.84300021,0.19600042,1499748479,384.45,399.983,29.3492,24.895,500.013,99.7133,0.100039,34.839,35.9129,999.9,10005,0,1162.62,1500.17,0.899993,0.100007,0,875.32,5.00027,13277.3,50.375,52,51.125,51.937,52.437,876.8030769,-11.32950428,-170.6495727,13295.85769,15,2,476.402,789.156,29.9993,39.4421,30.0001,39.279,39.2253,24.0155,100,0,30,400,22.0706,97.0194,98.4953,0.129,14.818,100,100
8,c8,1499748540,519,20170711 12:49:00,1499748540,0.003678006,11.42768936,215.7943661,21.53898984,38.38322246,0.121849396,2.263739139,0.118319476,0.074258304,247.8494145,35.47196247,35.9309,5.946150849,53.28054984,2.982209888,5.597183019,2.963940961,-0.041554652,0.046648737,3.479814174,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.5417,11.42768936,#DIV/0!,#DIV/0!,0.009827821,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1500.05,1264.5417,0.8429997,0.1959994,1499748540,384.553,399.963,29.8781,25.5965,500.016,99.7125,0.100068,34.8357,35.9309,999.9,10050,0,1167.93,1500.05,0.90001,0.09999,0,870.101,5.00027,13203,50.375,52,51.125,51.937,52.437,870.2008846,-1.650495714,-13.02564091,13204.31538,15,2,476.448,789.867,30.0001,39.446,30,39.2912,39.2405,24.0202,100,0,30,400,22.0706,97.0191,98.4959,0.129,14.818,100,100
9,c8,1499748619,597.5,20170711 12:50:18,1499748618,0.003488793,20.52555236,264.6692491,26.41700641,57.19152889,0.116904096,2.255115792,0.113638703,0.071309975,247.8244177,35.54457769,35.9676,5.958164769,54.14275735,3.031880852,5.599790258,2.926283917,-0.041321614,0.046387131,3.464371096,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.407585,20.52555236,#DIV/0!,#DIV/0!,0.01702422,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.89,1264.407585,0.84300021,0.19600042,1499748618,572.996,600.027,30.3761,26.3165,499.973,99.7114,0.0999929,34.8441,35.9676,999.9,9993.75,0,1145.42,1499.89,0.899993,0.100007,0,893.65,5.00027,13551.2,50.375,52,51.125,52,52.437,893.6059231,1.803623933,11.23418805,13550.56923,15,2,476.274,791.474,29.9999,39.4383,29.9999,39.2943,39.2433,33.7285,100,0,30,600,22.0706,97.0255,98.4982,0.129,14.818,100,100
10,c8,1499748698,676.5,20170711 12:51:37,1499748697,0.003283359,28.6024702,312.5597727,31.19760141,76.12086532,0.110467046,2.255143442,0.107546552,0.067472559,247.82607,35.63559894,36.0437,5.983143676,54.82590472,3.074137782,5.607089929,2.909005894,-0.04132236,0.046387969,3.464420576,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.416015,28.6024702,#DIV/0!,#DIV/0!,0.02341197,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.9,1264.416015,0.84300021,0.19600042,1499748697,762.633,799.958,30.7989,26.9805,500.037,99.7132,0.100033,34.8676,36.0437,999.9,9993.75,0,1157.16,1499.9,0.899993,0.100007,0,931.011,5.00027,14098,50.375,52,51.125,52,52.437,930.3778077,3.232512823,51.13504276,14092.42692,15,2,476.371,792.521,30.0003,39.4306,30.0001,39.2943,39.2481,42.8222,100,0,30,800,22.0706,97.0295,98.5016,0.129,14.818,100,100
11,c8,1499748799,777.5,20170711 12:53:18,1499748798,0.003007097,35.14445041,357.2707151,35.65963988,95.25647201,0.101585584,2.256254313,0.099111343,0.062161871,247.8211131,35.76156582,36.1269,6.010557115,55.54748456,3.12074873,5.618163908,2.889808385,-0.041352335,0.046421618,3.466408649,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.390725,35.14445041,#DIV/0!,#DIV/0!,0.028586456,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.87,1264.390725,0.84300021,0.19600042,1499748798,954.366,999.982,31.2665,27.7709,500.013,99.7112,0.100059,34.9032,36.1269,999.9,10001.2,0,1193.38,1499.87,0.899993,0.100007,0,979.569,5.00027,14822.8,50.437,52.062,51.187,52.062,52.5,978.6991538,6.958017086,88.12991448,14813.86154,15,2,476.109,792.954,30.0006,39.4724,30.0004,39.3318,39.2871,51.4247,100,0,30,1000,22.0706,97.0164,98.4936,0.129,14.818,100,100
12,c8,1499748931,909.5,20170711 12:55:30,1499748930,0.002657986,39.8910328,383.5608299,38.28408862,114.621451,0.089362335,2.256271216,0.087441645,0.054820156,247.8361531,35.96669831,36.3109,6.071570707,56.28631366,3.178133426,5.646369817,2.893437282,-0.041352791,0.04642213,3.466438902,0,0,0,0,#DIV/0!,-1,-,0,0,#DIV/0!,0.5,1264.466685,39.8910328,#DIV/0!,#DIV/0!,0.032338561,#DIV/0!,-,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1499.96,1264.466685,0.84300027,0.19600054,1499748930,1148.37,1199.9,31.8411,28.7532,500.02,99.7123,0.1,34.9936,36.3109,999.9,10001.2,0,1210.81,1499.96,0.899991,0.100009,0,1023.5,5.00027,15492.1,50.625,52.312,51.375,52.375,52.687,1022.872692,4.836581191,86.60512818,15481.83077,15,2,475.808,793.341,30.0032,39.6003,30.0007,39.4362,39.389,59.6603,100,0,30,1200,22.0706,96.9884,98.4675,0.129,14.818,100,100
