File Name:,NGEEArctic_BNL_leaf_C_N_LMA_2012-2016,,,,,,,,,,,,
Contact:,"Alistair Rogers, arogers@bnl.gov, +1 631 344 2948",,,,,,,,,,,,
BNL2824,20140717,ERAN6,455.2,38.3,56.98,25.94,2.18,11.89,,,,,
BNL2825,20140717,ERAN6,459.8,35.4,62.13,28.57,2.2,12.99,,,,,
BNL2826,20140717,ERAN6,456.5,31.1,61.42,28.04,1.91,14.68,,,,,
BNL2827,20140720,PEFR5,433.7,26.7,100.64,43.65,2.69,16.24,,,,,
BNL2828,20140720,PEFR5,435.1,25.3,98.67,42.93,2.5,17.2,,,,,
BNL2829,20140720,PEFR5,441.5,33.8,81.86,36.14,2.77,13.06,,,,,
BNL2830,20140720,PEFR5,427.6,34.8,74.49,31.85,2.59,12.29,,,,,
BNL2831,20140720,PEFR5,436.5,27.9,88.01,38.41,2.46,15.65,,,,,
BNL2832,20140720,PEFR5,447.7,37.9,85.63,38.34,3.25,11.81,,,,,
BNL2833,20140720,PEFR5,432,29.2,95.86,41.41,2.8,14.79,,,,,
BNL2834,20140720,PEFR5,438.5,28.2,85.9,37.67,2.42,15.55,,,,,
BNL2835,20140722,PEFR5,426.2,29.8,91.04,38.8,2.71,14.3,,,,,
BNL2836,20140722,PEFR5,429.4,32.9,85.17,36.57,2.8,13.05,,,,,
BNL2837,20140722,PEFR5,435,35,82.4,35.84,2.88,12.43,,,,,
BNL2838,20140722,PEFR5,432.5,27,102.34,44.26,2.76,16.02,,,,,
BNL2839,20140722,PEFR5,432.5,29.8,90.16,39,2.69,14.51,,,,,
BNL2840,20140722,PEFR5,422.3,30.2,92.82,39.2,2.8,13.98,,,,,
BNL2841,20140722,PEFR5,422.5,30.7,90.48,38.23,2.78,13.76,,,,,
BNL2842,20140723,ERAN6,448.4,35.8,62.52,28.04,2.24,12.53,,,,,
BNL2843,20140723,ERAN6,436.5,35.2,63.49,27.71,2.23,12.4,,,,,
BNL2844,20140723,ERAN6,456.4,35.7,66.62,30.4,2.38,12.78,,,,,
BNL2845,20140723,ERAN6,455.9,36.3,72.25,32.94,2.62,12.56,,,,,
BNL2847,20140724,ERAN6,451.8,35.5,68.19,30.81,2.42,12.73,,,,,
BNL2848,20140724,ERAN6,459.3,37.2,58.03,26.66,2.16,12.35,,,,,
BNL2849,20140724,ERAN6,453.3,35,63.28,28.68,2.21,12.95,,,,,
BNL2850,20140724,ERAN6,448.1,33.1,58.63,26.27,1.94,13.54,,,,,
BNL2851,20140724,ERAN6,454.3,36.8,65.11,29.58,2.4,12.35,,,,,
BNL2852,20140724,ERAN6,449.8,34.7,62.1,27.93,2.15,12.96,,,,,
BNL2853,20140724,ERAN6,448.4,41,60.88,27.3,2.5,10.94,,,,,
BNL2854,20140724,ERAN6,467,29.7,69.22,32.33,2.06,15.72,,,,,
BNL2855,20140725,PEFR5,434,29.8,89.4,38.8,2.66,14.56,,,,,
BNL2856,20140725,PEFR5,435.8,27.8,107.63,46.9,2.99,15.68,,,,,
BNL2857,20140725,PEFR5,420.9,25.9,95.11,40.03,2.46,16.25,,,,,
BNL2858,20140725,PEFR5,426.6,28.9,93.49,39.88,2.7,14.76,,,,,
BNL2859,20140725,PEFR5,430.2,31.1,88.15,37.92,2.74,13.83,,,,,
BNL2860,20140725,PEFR5,436.3,37.6,86.87,37.9,3.27,11.6,,,,,
BNL2861,20140726,PEFR5,433.6,36,76.71,33.26,2.76,12.04,,,,,
BNL2862,20140726,PEFR5,429.3,30.5,76.36,32.78,2.33,14.08,,,,,
BNL2863,20140726,PEFR5,428,34.1,83.7,35.82,2.85,12.55,,,,,
BNL2864,20140726,PEFR5,417.3,40.2,72.63,30.31,2.92,10.38,,,,,
BNL2865,20140726,PEFR5,434,34,81.14,35.21,2.76,12.76,,,,,
BNL2866,20140726,PEFR5,437.3,29.1,85,37.17,2.47,15.03,,,,,
BNL2867,20140726,PEFR5,428.5,32.4,95.21,40.8,3.08,13.23,,,,,
BNL2868,20140726,PEFR5,433.4,30,78.33,33.95,2.35,14.45,,,,,
BNL2869,20140726,PEFR5,435.9,35.9,81.65,35.59,2.93,12.14,,,,,
BNL2870,20140726,PEFR5,421.6,26.4,106.58,44.93,2.81,15.97,,,,,
BNL2871,20140727,PEFR5,420,23.1,103.04,43.28,2.38,18.18,,,,,
BNL2872,20140727,PEFR5,428.7,32.8,93.57,40.11,3.07,13.07,,,,,
BNL2873,20140728,PEFR5,436.3,24.2,104.38,45.54,2.53,18.03,,,,,
BNL2874,20140728,PEFR5,417.9,27.1,88.82,37.12,2.41,15.42,,,,,
BNL2875,20140728,ERAN6,459.2,38.9,56.74,26.05,2.21,11.8,,,,,
BNL2876,20140728,ERAN6,448,33,65.19,29.2,2.15,13.58,,,,,
BNL1541,20150706,PEFR5,430.1,33.7,76.98,33.11,2.59,12.76,,,,,
BNL1542,20150706,PEFR5,437.9,34.1,88.03,38.55,3,12.84,,,,,
BNL1543,20150706,PEFR5,435,22.2,84.08,36.57,1.87,19.59,,,,,
BNL1544,20150706,PEFR5,431.1,35.9,83.64,36.06,3,12.01,,,,,
BNL1545,20150706,PEFR5,418.5,21.7,80.52,33.7,1.75,19.29,,,,,
BNL1546,20150708,PEFR5,420.2,26.3,68.56,28.81,1.8,15.98,,,,,
BNL1548,20150708,PEFR5,426.4,31.3,98.64,42.06,3.09,13.62,,,,,
BNL1549,20150708,PEFR5,436.5,26.8,90.88,39.67,2.44,16.29,,,,,
BNL1550,20150708,PEFR5,424.5,19.9,85.84,36.44,1.71,21.33,,,,,
BNL1551,20150708,PEFR5,419.9,32.7,73.65,30.92,2.41,12.84,,,,,
BNL1552,20150709,PEFR5,440.9,32,100.96,44.51,3.23,13.78,,,,,
BNL1553,20150709,PEFR5,403,32.7,72.47,29.21,2.37,12.32,,,,,
BNL1554,20150709,PEFR5,438.5,25.6,84.67,37.13,2.17,17.13,,,,,
BNL1555,20150709,PEFR5,419.4,20.2,105.47,44.23,2.13,20.76,,,,,
BNL1557,20150710,PEFR5,436.2,25.3,89.47,39.03,2.26,17.24,,,,,
BNL1558,20150710,PEFR5,439.9,28.8,83.21,36.61,2.4,15.27,,,,,
BNL1559,20150710,PEFR5,465.5,30.7,92.25,42.94,2.83,15.16,,,,,
BNL1560,20150710,PEFR5,435.3,23.4,93.12,40.54,2.18,18.6,,,,,
BNL1561,20150710,PEFR5,438.7,30,76,33.34,2.28,14.62,,,,,
BNL1562,20150710,PEFR5,433.8,23.7,104.78,45.45,2.48,18.3,,,,,
BNL1563,20150710,PEFR5,413.8,22.6,80.2,33.19,1.81,18.31,,,,,
BNL1564,20150710,PEFR5,441.3,25.9,109.75,48.43,2.84,17.04,,,,,
BNL1565,20150710,PEFR5,423.4,31.1,56.15,23.77,1.75,13.61,,,,,
BNL1566,20150710,PEFR5,428.9,21.9,86.55,37.12,1.9,19.58,,,,,
BNL1567,20150710,PEFR5,439,21.9,97.51,42.81,2.14,20.05,,,,,
BNL1568,20150710,PEFR5,422.1,33,73.32,30.95,2.42,12.79,,,,,
BNL1569,20150710,PEFR5,432.5,22,118.45,51.23,2.61,19.66,,,,,
BNL1570,20150710,PEFR5,439.5,24,82.22,36.14,1.97,18.31,,,,,
BNL1571,20150710,PEFR5,433.7,20.4,90.04,39.05,1.84,21.26,,,,,
BNL1572,20150710,PEFR5,426.6,30.9,79.7,34,2.46,13.81,,,,,
BNL1573,20150710,PEFR5,426.5,19.4,83.22,35.49,1.61,21.98,,,,,
BNL1574,20150710,PEFR5,429.6,22.8,94.32,40.52,2.15,18.84,,,,,
BNL1575,20150710,PEFR5,417.7,18.6,80.48,33.62,1.5,22.46,,,,,
BNL1576,20150710,PEFR5,427.4,23.7,74.49,31.84,1.77,18.03,,,,,
BNL1577,20150711,CAAQ,-9999,-9999,51.42,-9999,-9999,-9999,,,,,
BNL1578,20150711,CAAQ,444.4,30.1,56.26,25,1.69,14.76,,,,,
BNL1579,20150711,CAAQ,-9999,-9999,62.41,-9999,-9999,-9999,,,,,
BNL1580,20150711,CAAQ,-9999,-9999,67.47,-9999,-9999,-9999,,,,,
BNL1581,20150711,CAAQ,435.2,33.5,61.64,26.83,2.07,12.99,,,,,
BNL1582,20150711,CAAQ,-9999,-9999,65.56,-9999,-9999,-9999,,,,,
BNL1583,20150711,CAAQ,-9999,-9999,43.56,-9999,-9999,-9999,,,,,
BNL1584,20150711,CAAQ,-9999,-9999,56.96,-9999,-9999,-9999,,,,,
BNL1585,20150711,CAAQ,433,22.5,69.68,30.17,1.57,19.24,,,,,
BNL1586,20150711,CAAQ,-9999,-9999,54.42,-9999,-9999,-9999,,,,,
BNL1587,20150711,CAAQ,-9999,-9999,53.9,-9999,-9999,-9999,,,,,
BNL1588,20150711,CAAQ,-9999,-9999,81.82,-9999,-9999,-9999,,,,,
BNL1589,20150711,CAAQ,-9999,-9999,53.2,-9999,-9999,-9999,,,,,
BNL1590,20150711,CAAQ,-9999,-9999,53.06,-9999,-9999,-9999,,,,,
BNL1591,20150711,CAAQ,-9999,-9999,53.73,-9999,-9999,-9999,,,,,
BNL1592,20150711,CAAQ,-9999,-9999,69.86,-9999,-9999,-9999,,,,,
BNL1593,20150711,CAAQ,-9999,-9999,46.82,-9999,-9999,-9999,,,,,
BNL1594,20150711,CAAQ,-9999,-9999,78.64,-9999,-9999,-9999,,,,,
BNL1595,20150711,CAAQ,-9999,-9999,51.75,-9999,-9999,-9999,,,,,
BNL1596,20150711,CAAQ,437.8,27,54.08,23.68,1.46,16.21,,,,,
BNL1597,20150711,CAAQ,445.8,20.7,54.91,24.48,1.14,21.54,,,,,
BNL1598,20150711,CAAQ,447.3,22.7,61.94,27.7,1.41,19.7,,,,,
BNL1599,20150711,CAAQ,440.6,24.8,46.81,20.62,1.16,17.77,,,,,
BNL1600,20150711,CAAQ,456.2,28.9,64.24,29.3,1.86,15.79,,,,,
BNL1601,20150711,CAAQ,459.2,30.2,47.63,21.87,1.44,15.21,,,,,
BNL1602,20150711,CAAQ,456.2,27.6,54.12,24.69,1.49,16.53,,,,,
BNL1603,20150711,CAAQ,453.3,24,54.6,24.75,1.31,18.89,,,,,
BNL1604,20150711,CAAQ,454.9,30.4,49.62,22.57,1.51,14.96,,,,,
BNL1605,20150711,CAAQ,457.1,30.3,44.64,20.4,1.35,15.09,,,,,
BNL1606,20150711,CAAQ,453.5,22.6,52.15,23.65,1.18,20.07,,,,,
BNL1607,20150711,CAAQ,455.2,30.7,49.38,22.48,1.52,14.83,,,,,
BNL1608,20150711,CAAQ,470.9,30.5,63.64,29.97,1.94,15.44,,,,,
BNL1609,20150711,CAAQ,457.7,30.5,45.57,20.86,1.39,15.01,,,,,
BNL1610,20150711,CAAQ,463.8,37.6,50.6,23.47,1.9,12.34,,,,,
BNL1611,20150711,CAAQ,445.6,31.3,47.22,21.04,1.48,14.24,,,,,
BNL1612,20150711,CAAQ,457.6,32.5,49.89,22.83,1.62,14.08,,,,,
BNL1613,20150711,CAAQ,450.2,24.9,43.94,19.78,1.09,18.08,,,,,
BNL1614,20150711,CAAQ,451.7,22.3,48.53,21.92,1.08,20.26,,,,,
BNL1615,20150711,CAAQ,449.7,27.2,61.97,27.87,1.69,16.53,,,,,
BNL1616,20150711,CAAQ,458.8,20.5,55.09,25.27,1.13,22.38,,,,,
BNL1617,20150711,PEFR5,424.4,24,78.95,33.5,1.89,17.68,,,,,
BNL1618,20150711,PEFR5,435.5,28.4,95.63,41.65,2.72,15.33,,,,,
BNL1619,20150711,PEFR5,437.1,24.3,98.09,42.87,2.38,17.99,,,,,
BNL1620,20150711,PEFR5,432.7,24.4,105.16,45.5,2.57,17.73,,,,,
BNL1621,20150711,PEFR5,440.7,29.5,80.22,35.35,2.37,14.94,,,,,
BNL1622,20150711,PEFR5,440.2,23.9,92.84,40.87,2.22,18.42,,,,,
BNL1623,20150711,PEFR5,431.3,24.6,69.02,29.77,1.7,17.53,,,,,
BNL1624,20150711,PEFR5,442.2,26.4,89.76,39.69,2.37,16.75,,,,,
BNL1625,20150711,PEFR5,434.5,21.4,111.19,48.31,2.38,20.3,,,,,
BNL1626,20150711,PEFR5,438.2,26.9,77.61,34.01,2.09,16.29,,,,,
BNL1627,20150712,PEFR5,431,29.3,87.71,37.8,2.57,14.71,,,,,
BNL1628,20150712,PEFR5,426.5,23.8,94.03,40.1,2.24,17.92,,,,,
BNL1629,20150712,PEFR5,459.6,26,79.01,36.31,2.05,17.68,,,,,
BNL1630,20150712,PEFR5,426.9,27.2,68.61,29.29,1.87,15.69,,,,,
BNL1631,20150712,PEFR5,420.8,22.6,80.64,33.93,1.82,18.62,,,,,
BNL1632,20150712,CAAQ,463.2,35.5,43.57,20.18,1.55,13.05,,,,,
BNL1633,20150712,CAAQ,457.5,28.3,41.07,18.79,1.16,16.17,,,,,
BNL1634,20150712,CAAQ,465.5,29,42.1,19.6,1.22,16.05,,,,,
BNL1635,20150712,CAAQ,464.1,33.9,55.68,25.84,1.89,13.69,,,,,
BNL1636,20150712,CAAQ,464.4,30.9,47.19,21.91,1.46,15.03,,,,,
BNL1637,20150712,CAAQ,462.2,33.5,59.07,27.3,1.98,13.8,,,,,
BNL1638,20150712,ERAN6,469.1,35.8,63.71,29.89,2.28,13.1,,,,,
BNL1639,20150712,ERAN6,469.2,30.6,63.34,29.72,1.94,15.33,,,,,
BNL1640,20150712,ERAN6,454.9,29.6,71.57,32.56,2.12,15.37,,,,,
BNL1641,20150712,ERAN6,449.4,30.4,51.72,23.24,1.57,14.78,,,,,
BNL1642,20150712,ERAN6,465,30.8,66.3,30.83,2.04,15.1,,,,,
BNL1643,20150713,ERAN6,458.2,27.1,84.05,38.51,2.28,16.91,,,,,
BNL1644,20150713,ERAN6,460,25.6,67.83,31.2,1.74,17.97,,,,,
BNL1645,20150713,ERAN6,462.5,30.9,80.7,37.32,2.49,14.97,,,,,
BNL1646,20150713,ERAN6,447.5,29.2,60.39,27.02,1.76,15.33,,,,,
BNL1647,20150713,ERAN6,477.4,29.6,60.23,28.76,1.78,16.13,,,,,
BNL1648,20150713,ERAN6,453.1,21.1,66.86,30.29,1.41,21.47,,,,,
BNL1649,20150713,ERAN6,478.8,22.4,60.44,28.94,1.35,21.38,,,,,
BNL1650,20150713,ERAN6,464.7,23.9,71.64,33.29,1.71,19.44,,,,,
BNL1651,20150713,ERAN6,463.8,27.8,60.45,28.04,1.68,16.68,,,,,
BNL1652,20150713,ERAN6,453.2,28.4,62.77,28.45,1.78,15.96,,,,,
BNL1653,20150713,ERAN6,443.4,30.3,68.41,30.33,2.07,14.63,,,,,
BNL1654,20150713,ERAN6,445.3,33.3,66.99,29.83,2.23,13.37,,,,,
BNL1655,20150713,ERAN6,463.4,30.4,54.12,25.08,1.65,15.24,,,,,
BNL1656,20150713,ERAN6,438.7,29.7,66.03,28.97,1.96,14.77,,,,,
BNL1657,20150713,ERAN6,457,31,66.67,30.47,2.07,14.74,,,,,
BNL1658,20150714,ERAN6,442.9,25.6,61.38,27.19,1.57,17.3,,,,,
BNL1659,20150714,ERAN6,454.6,23,57.37,26.08,1.32,19.77,,,,,
BNL1660,20150714,ERAN6,452.4,32.8,62.81,28.42,2.06,13.79,,,,,
BNL1661,20150714,ERAN6,449.5,27.6,64.79,29.12,1.79,16.29,,,,,
BNL1662,20150714,ERAN6,436.8,21.9,64.84,28.32,1.42,19.95,,,,,
BNL1663,20150714,ERAN6,463.1,26.3,75.5,34.96,1.99,17.61,,,,,
BNL1664,20150714,ERAN6,462.1,26.3,73.79,34.1,1.94,17.57,,,,,
BNL1665,20150714,ERAN6,471.7,27.6,77.14,36.39,2.13,17.09,,,,,
BNL1666,20150714,ERAN6,461.1,27.1,56.47,26.04,1.53,17.01,,,,,
BNL1667,20150714,ERAN6,461.3,24.8,52.32,24.13,1.3,18.6,,,,,
BNL1668,20150714,ERAN6,450.7,27.2,66.39,29.92,1.81,16.57,,,,,
BNL1669,20150714,ERAN6,461.5,24.9,58.54,27.02,1.46,18.53,,,,,
BNL1670,20150714,ERAN6,468.3,25.2,67.27,31.5,1.7,18.58,,,,,
BNL1671,20150714,ERAN6,422,25.1,55.4,23.38,1.39,16.81,,,,,
BNL1672,20150714,ERAN6,451.8,24.2,58.13,26.26,1.41,18.67,,,,,
BNL1673,20150714,ERAN6,451.8,31.3,55.91,25.26,1.75,14.43,,,,,
BNL1674,20150714,ERAN6,460.2,29.9,72.92,33.56,2.18,15.39,,,,,
BNL1675,20150714,ERAN6,443.5,25.5,55.8,24.75,1.42,17.39,,,,,
BNL1676,20150714,ERAN6,457.7,32.7,52.06,23.83,1.7,14,,,,,
BNL1677,20150714,ERAN6,457.7,26.4,54.54,24.96,1.44,17.34,,,,,
BNL1678,20150715,CAAQ,-9999,-9999,59.45,-9999,-9999,-9999,,,,,
BNL1679,20150715,CAAQ,439.6,30.4,64.29,28.26,1.95,14.46,,,,,
BNL1680,20150715,ARFU2,445.2,15.2,76.84,34.21,1.17,29.29,,,,,
BNL1681,20150715,ARFU2,436.5,21,71.07,31.02,1.49,20.79,,,,,
BNL1682,20150715,CAAQ,-9999,-9999,48.19,-9999,-9999,-9999,,,,,
BNL1683,20150715,ARFU2,442,21.1,58.33,25.78,1.23,20.95,,,,,
BNL1684,20150715,ARFU2,441.4,11.3,75.45,33.31,0.85,39.06,,,,,
BNL1685,20150715,ARFU2,442.1,23,63.64,28.14,1.46,19.22,,,,,
BNL1686,20150715,ARFU2,440.4,22.8,65.11,28.68,1.48,19.32,,,,,
BNL1687,20150715,ARFU2,443.2,21.6,63.35,28.08,1.37,20.52,,,,,
BNL1688,20150715,ERAN6,452.6,21.1,60.6,27.43,1.28,21.45,,,,,
BNL1689,20150715,ERAN6,448.1,23.3,58.53,26.23,1.36,19.23,,,,,
BNL1690,20150715,ERAN6,451.6,20.9,54.94,24.81,1.15,21.61,,,,,
BNL1691,20150715,ARFU2,447,18.6,59.87,26.76,1.11,24.03,,,,,
BNL1692,20150715,ARFU2,445.8,33.5,53.81,23.99,1.8,13.31,,,,,
BNL1693,20150715,CAAQ,434.8,25.3,54.47,23.68,1.38,17.19,,,,,
BNL1694,20150715,CAAQ,444.4,28,56.66,25.18,1.59,15.87,,,,,
BNL1695,20150715,CAAQ,441.8,21.7,54.98,24.29,1.19,20.36,,,,,
BNL1696,20150715,ERAN6,465.6,28.3,66.37,30.9,1.88,16.45,,,,,
BNL1697,20150715,ERAN6,458.1,33.5,69.17,31.69,2.32,13.67,,,,,
BNL1698,20150715,ARFU2,447.1,18.8,66.04,29.53,1.24,23.78,,,,,
BNL1699,20150715,ARFU2,451,23.4,57.24,25.81,1.34,19.27,,,,,
BNL1700,20150715,ARFU2,445.1,19.1,49.05,21.83,0.94,23.3,,,,,
BNL1701,20150715,ARFU2,451.9,24.7,53.75,24.29,1.33,18.3,,,,,
BNL1702,20150715,ARFU2,450.8,23,52.52,23.68,1.21,19.6,,,,,
BNL1703,20150715,CAAQ,465.9,36.8,59.2,27.58,2.18,12.66,,,,,
BNL1704,20150715,CAAQ,457.7,26.7,63.03,28.85,1.68,17.14,,,,,
BNL1705,20150715,CAAQ,456.6,29.6,60.17,27.47,1.78,15.43,,,,,
BNL1706,20150715,CAAQ,459.8,29.1,54.99,25.28,1.6,15.8,,,,,
BNL1707,20150715,CAAQ,462.6,32.6,51.87,23.99,1.69,14.19,,,,,
BNL1708,20150715,CAAQ,449.5,27.9,39.95,17.96,1.11,16.11,,,,,
BNL1709,20150715,CAAQ,456.7,21,50.34,22.99,1.06,21.75,,,,,
BNL1710,20150715,CAAQ,462.3,28.8,46.82,21.64,1.35,16.05,,,,,
BNL1711,20150715,ARFU2,445.8,11.4,71.35,31.81,0.81,39.11,,,,,
BNL1712,20150715,ARFU2,453.1,16.1,65.68,29.76,1.06,28.14,,,,,
BNL1713,20150715,ARFU2,447.4,17.9,68.28,30.55,1.22,24.99,,,,,
BNL1714,20150715,ARFU2,453.7,23.2,57.85,26.24,1.34,19.56,,,,,
BNL1715,20150715,ARFU2,454.3,22.6,60.61,27.53,1.37,20.1,,,,,
BNL1716,20150715,ARFU2,450.2,17.1,54.13,24.37,0.93,26.33,,,,,
BNL1717,20150715,PEFR5,422.4,21.9,61.87,26.13,1.35,19.29,,,,,
BNL1718,20150715,PEFR5,433,24.5,94.23,40.8,2.31,17.67,,,,,
BNL1719,20150715,PEFR5,438.4,30.3,65.64,28.77,1.99,14.47,,,,,
BNL1720,20150715,PEFR5,426.5,25.8,72.11,30.76,1.86,16.53,,,,,
BNL1721,20150715,PEFR5,438.4,29.1,56.28,24.67,1.64,15.07,,,,,
BNL1722,20150715,PEFR5,427.8,27,94.84,40.57,2.56,15.84,,,,,
BNL1723,20150715,ERAN6,457.9,23.8,53.71,24.59,1.28,19.24,,,,,
BNL1724,20150715,ERAN6,464.9,27.5,59.38,27.61,1.63,16.91,,,,,
BNL1725,20150715,SAPU6,416.1,20.6,64.56,26.86,1.33,20.2,,,,,
BNL1726,20150715,SAPU6,430.4,23,77.66,33.42,1.79,18.71,,,,,
BNL1727,20150715,SAPU6,436.1,21.8,68.22,29.75,1.49,20,,,,,
BNL1728,20150715,SAPU6,431.8,21.8,64.22,27.73,1.4,19.81,,,,,
BNL1729,20150715,SAPU6,423.7,20.3,67.36,28.54,1.37,20.87,,,,,
BNL1730,20150715,SAPU6,420.5,19.1,60.99,25.65,1.16,22.02,,,,,
BNL1731,20150715,SAPU15,499.5,31.8,91.47,45.69,2.91,15.71,,,,,
BNL1732,20150715,SAPU15,491.4,27.9,-9999,-9999,-9999,17.61,,,,,
BNL1733,20150715,ERAN6,483.9,30.2,58.71,28.41,1.77,16.02,,,,,
BNL1734,20150715,ERAN6,479.7,27.4,70.03,33.59,1.92,17.51,,,,,
BNL1735,20150715,ERAN6,466,24.9,64.63,30.12,1.61,18.71,,,,,
BNL1736,20150715,ERAN6,485,22.6,41.09,19.93,0.93,21.46,,,,,
BNL1737,20150715,SAPU15,496.4,28.3,89.45,44.4,2.53,17.54,,,,,
BNL1738,20150715,SAPU15,500.3,24.2,100.74,50.4,2.44,20.67,,,,,
BNL1739,20150715,SAPU15,491.3,27.4,70.53,34.65,1.93,17.93,,,,,
BNL1740,20150715,SAPU15,489,22.6,78.18,38.23,1.77,21.64,,,,,
BNL1741,20150717,ARFU2,452.6,15.5,62.54,28.31,0.97,29.2,,,,,
BNL1742,20150717,ARFU2,440.7,6.4,71.14,31.35,0.46,68.86,,,,,
BNL1743,20150717,ARFU2,426.2,11.1,82.63,35.22,0.92,38.4,,,,,
BNL1744,20150717,ARFU2,446.4,13.5,70.17,31.32,0.95,33.07,,,,,
BNL1745,20150717,ARFU2,437.5,8.6,94.47,41.33,0.81,50.87,,,,,
BNL1746,20150717,ARFU2,441.9,10.2,82.98,36.67,0.85,43.32,,,,,
BNL1747,20150717,ARFU2,446.7,14.5,79.48,35.5,1.15,30.81,,,,,
BNL1748,20150717,ARFU2,443.1,15,65.91,29.21,0.99,29.54,,,,,
BNL1749,20150717,ARFU2,436.2,8.6,84.33,36.79,0.73,50.72,,,,,
BNL1750,20150717,ARFU2,-9999,-9999,-9999,-9999,-9999,-9999,,,,,
BNL1751,20150717,ARFU2,453.7,16.8,58.38,26.49,0.98,27.01,,,,,
BNL1752,20150717,ARFU2,450.6,16.8,65.49,29.51,1.1,26.82,,,,,
BNL1753,20150717,ARFU2,446.7,11.8,61.58,27.51,0.73,37.86,,,,,
BNL1754,20150717,ARFU2,447.9,15.8,63.29,28.35,1,28.35,,,,,
BNL1755,20150717,ARFU2,441.5,14.9,64.19,28.34,0.96,29.63,,,,,
BNL1756,20150717,ARFU2,445.6,15.1,77.18,34.39,1.17,29.51,,,,,
BNL1757,20150717,ARFU2,444.3,15.9,59.9,26.61,0.95,27.94,,,,,
BNL1758,20150717,ARFU2,449.3,17.2,76.12,34.2,1.31,26.12,,,,,
BNL1759,20150717,ARFU2,447.8,12.2,76.93,34.45,0.94,36.7,,,,,
BNL1760,20150717,ARFU2,447.7,11.1,71.94,32.21,0.8,40.33,,,,,
BNL1761,20150720,ERAN6,479.4,29.2,55.56,26.63,1.62,16.42,,,,,
BNL1762,20150720,ERAN6,490.3,27.3,75.74,37.14,2.07,17.96,,,,,
BNL1763,20150720,ERAN6,481,22.8,60.29,29,1.37,21.1,,,,,
BNL1764,20150720,ERAN6,481,26.7,56.6,27.22,1.51,18.01,,,,,
BNL1765,20150720,ERAN6,471.3,27,78.35,36.93,2.12,17.46,,,,,
BNL1766,20150720,ARFU2,449.5,15.8,64.35,28.92,1.02,28.45,,,,,
BNL1767,20150720,ARFU2,450.5,13.8,70.06,31.56,0.97,32.64,,,,,
BNL1768,20150720,ARFU2,451.4,12.8,82.32,37.16,1.05,35.27,,,,,
BNL1769,20150720,ARFU2,448.4,13.4,71.64,32.12,0.96,33.46,,,,,
BNL1770,20150720,ARFU2,441.4,11.7,89.04,39.3,1.04,37.73,,,,,
BNL1771,20150720,ARFU2,450.6,13,76.66,34.54,1,34.66,,,,,
BNL1772,20150720,ARFU2,453.6,13.4,86.66,39.31,1.16,33.85,,,,,
BNL1773,20150720,ARFU2,448.3,13.6,74.78,33.52,1.02,32.96,,,,,
BNL1774,20150720,ARFU2,452.5,13.3,70.24,31.78,0.93,34.02,,,,,
BNL1775,20150720,ERAN6,461.9,23.9,76.18,35.19,1.82,19.33,,,,,
BNL1776,20150720,ERAN6,461.2,24.6,72.21,33.3,1.78,18.75,,,,,
BNL1777,20150720,ERAN6,459.9,22.4,61.8,28.42,1.38,20.53,,,,,
BNL1778,20150720,ERAN6,464.6,21.7,63.19,29.36,1.37,21.41,,,,,
BNL1779,20150720,ERAN6,460.4,18.7,60.45,27.83,1.13,24.62,,,,,
BNL1780,20150721,PEFR5,411.3,25.9,57.87,23.8,1.5,15.88,,,,,
BNL1781,20150721,PEFR5,437.1,17.5,98.8,43.18,1.73,24.98,,,,,
BNL1782,20150721,PEFR5,430.3,16.4,95.6,41.14,1.57,26.24,,,,,
BNL1783,20150721,PEFR5,426.5,26.5,83.39,35.57,2.21,16.09,,,,,
BNL1784,20150721,PEFR5,419.3,27.2,101.75,42.67,2.77,15.42,,,,,
BNL1785,20150722,PEFR5,429.3,23,71.78,30.82,1.65,18.67,,,,,
BNL1786,20150722,PEFR5,429.6,20.4,85.14,36.58,1.74,21.06,,,,,
BNL1787,20150722,ERAN6,466.2,26.9,70.34,32.79,1.89,17.33,,,,,
BNL1788,20150722,ERAN6,464.4,28.2,66.93,31.08,1.89,16.47,,,,,
BNL1789,20150722,ERAN6,-9999,-9999,61.82,-9999,-9999,-9999,,,,,
BNL1790,20150722,PEFR5,429.8,20.9,72.58,31.19,1.52,20.56,,,,,
BNL1795,20150722,PEFR5,452.8,25.5,-9999,-9999,-9999,17.76,,,,,
BNL1796,20150722,PEFR5,448.1,23.4,-9999,-9999,-9999,19.15,,,,,
BNL1797,20150722,PEFR5,438.2,18.5,-9999,-9999,-9999,23.69,,,,,
BNL1798,20150722,PEFR5,451.3,20,-9999,-9999,-9999,22.57,,,,,
BNL1799,20150722,PEFR5,444.7,17.9,-9999,-9999,-9999,24.84,,,,,
BNL1800,20150722,PEFR5,440.3,16,-9999,-9999,-9999,27.52,,,,,
BNL1801,20150722,PEFR5,425.1,16.1,94.88,40.34,1.53,26.4,,,,,
BNL1802,20150722,PEFR5,431.7,16.4,87.33,37.7,1.43,26.32,,,,,
BNL1803,20150722,PEFR5,425.1,19.6,78.11,33.21,1.53,21.69,,,,,
BNL1804,20150722,PEFR5,425.5,18.9,99.27,42.24,1.88,22.51,,,,,
BNL1805,20150722,PEFR5,429.5,20.1,67.93,29.18,1.37,21.37,,,,,
BNL1806,20150722,PEFR5,430.2,23.3,79.51,34.2,1.85,18.46,,,,,
