record,time,date,SampleID,Remove,A,gsw,Ci,VPDleaf,Tair,Tleaf,CO2r,CO2s,H2Or,H2Os,RHs,flow,Qin,Patm
5,12:26:12,20230821,BNL19761,NO,2.226178775,76464.24084,118.817959,2.202457733,30.02957916,35.23287582,174.8767548,171.849472,33.3545723,35.35425186,82.46055603,500.0693054,1799.895264,99.54004669
6,12:27:34,20230821,BNL19761,NO,-0.627419478,78873.9711,80.87303374,2.123285325,29.55847931,34.98159409,69.93320465,70.54077148,33.36944962,35.3555069,84.72989655,500.0689087,1799.820313,99.54125214
7,12:28:56,20230821,BNL19761,NO,-0.629801442,83065.73922,61.28894647,2.067670377,29.47969246,34.82745743,50.14957809,50.79811478,33.39956665,35.43280029,85.29994965,500.0969543,1799.728882,99.53927612
8,12:30:51,20230821,BNL19761,YES,9.217309045,89898.61605,242.4365377,2.064778361,29.92722702,34.86120605,434.464447,422.4447327,33.37468338,35.56708527,83.44561005,500.062439,1799.291382,99.53935242
9,12:32:15,20230821,BNL19761,YES,9.099460618,90850.48039,246.2098462,2.081342327,30.01238441,34.93313217,434.4244385,422.5286255,33.39494705,35.62784958,83.17491913,500.0852051,1799.03418,99.53301239
10,12:34:37,20230821,BNL19761,NO,9.065857839,103782.1087,267.5168132,1.972246325,31.69516373,34.663517,435.0056763,423.0726318,33.48109818,35.88632965,76.10247803,500.0666199,1798.97229,99.528862
11,12:36:59,20230821,BNL19761,NO,10.00524997,86606.6895,258.4928457,2.260457203,30.44932365,35.5802269,474.9537354,461.8387451,33.57287979,35.89052582,81.7072525,500.0639343,1799.682251,99.52365112
12,12:39:09,20230821,BNL19761,NO,14.46326579,83744.8715,354.5314215,2.163852316,29.75844574,35.21990585,675.0159302,656.2019653,33.56083679,35.70711136,84.57704163,500.0718994,1801.002319,99.52269745
13,12:40:41,20230821,BNL19761,NO,17.264696,83957.79311,419.2729546,2.068388197,29.39797211,34.86050415,799.7574463,777.385498,33.47833252,35.53395081,85.93481445,500.0620422,1799.991455,99.52444458
14,12:43:03,20230821,BNL19761,NO,19.53865675,86230.72525,575.8737622,2.052783596,29.92190933,34.75146103,1000.088684,974.5307617,33.25895309,35.35251617,82.95209503,500.0741882,1800.467163,99.52081299
15,12:45:10,20230821,BNL19761,NO,24.28256444,80278.63304,833.1349757,2.115467841,30.31047821,34.88045502,1399.871704,1367.883423,33.11170197,35.12500763,80.59951782,500.0861206,1799.546387,99.51937103
16,12:47:32,20230821,BNL19761,NO,26.31235524,82548.53415,1191.481859,2.032923308,31.89365768,34.53641129,1799.765137,1764.559814,32.90170288,34.88894653,73.15097809,500.0455933,1799.419678,99.51721191
17,12:49:05,20230821,BNL19761,YES,6.414343839,73332.90111,270.1915399,2.2395725,31.60543251,35.1700325,434.8930359,426.3342285,32.83871078,34.79183197,74.14542389,500.0716248,1799.34314,99.51189423
2,15:15:58,20230821,BNL19763,NO,8.064356915,84799.93657,255.9839133,2.159455867,32.25302124,34.3378334,434.9836426,424.3545227,30.89469337,33.06659317,67.81873322,500.0662537,1798.867432,99.34706116
3,15:18:20,20230821,BNL19763,NO,5.025112006,82762.61948,184.8323947,2.199599134,31.9355526,34.47044373,299.9114685,293.2268677,30.9084034,33.06953812,69.05089569,500.0754089,1798.677856,99.34306335
4,15:20:33,20230821,BNL19763,NO,4.115833172,77831.09259,150.3642385,2.282746466,30.21857834,34.73004913,250.0016479,244.528595,30.92051888,33.03430176,76.06760406,500.0491333,1799.99707,99.34322357
5,15:22:55,20230821,BNL19763,NO,2.355541724,91511.46879,124.6626244,1.912741879,30.12150192,33.4629631,174.924469,171.7306671,30.87137032,32.94020081,76.27210999,500.0409546,1801.144409,99.34008789
6,15:25:17,20230821,BNL19763,NO,-0.15036029,83589.40802,70.31244175,2.148794419,29.44151306,34.25257111,69.86221313,69.88859558,30.78690147,32.91825485,79.25863647,500.0617676,1801.131104,99.33555603
7,15:26:39,20230821,BNL19763,NO,-0.620726112,86822.18534,60.51320708,2.036236082,28.79759026,33.85909653,50.03701019,50.67207336,30.77317047,32.86745453,82.13834381,500.0536804,1800.504761,99.33605194
8,15:29:01,20230821,BNL19763,YES,9.091101563,96381.13119,256.6120722,1.953303533,29.33769608,33.59300232,434.9134216,423.0334167,30.69394493,32.91596222,79.7261734,500.0595093,1801.23291,99.33168793
9,15:31:23,20230821,BNL19763,NO,9.095682908,109297.807,274.8906593,1.821271951,30.96171951,33.13709641,434.9960938,423.0596619,30.58101845,32.91863632,72.6391983,500.045929,1800.295288,99.33227539
10,15:33:45,20230821,BNL19763,YES,8.933729314,91148.06172,250.0042583,2.16049224,30.21857834,34.26188278,435.0718994,423.3322144,30.49923325,32.83024216,75.58853149,500.0502625,1799.965088,99.33113861
11,15:35:07,20230821,BNL19763,NO,10.32524705,90480.74437,261.0884437,2.109212476,29.6936264,34.06481934,474.8935242,461.427063,30.49176979,32.75066757,77.7140274,500.0582886,1799.390381,99.33068848
12,15:36:38,20230821,BNL19763,NO,14.66235302,90766.4315,372.2308453,2.064189842,29.56635475,33.88470078,674.6376953,655.5427856,30.44745255,32.66435623,78.07900238,500.0643005,1800.158203,99.33007813
13,15:39:00,20230821,BNL19763,NO,16.63303156,101401.8099,487.8656068,1.887720234,31.10951614,33.2621727,800.1082153,778.3366089,30.35699654,32.61172104,71.35584259,500.0532837,1799.471313,99.32894897
14,15:40:51,20230821,BNL19763,NO,18.81665772,93291.99175,616.1017609,2.063700744,31.62671852,33.84297943,1000.278625,975.4059448,30.26906204,32.54523468,69.14669037,500.0484619,1799.407837,99.32912445
15,15:42:49,20230821,BNL19763,NO,23.21040241,84563.18416,878.1778636,2.165335302,31.82976151,34.11999512,1400.253174,1369.330444,30.18011093,32.35245132,67.95012665,500.0693054,1799.926025,99.32915497
16,15:44:42,20230821,BNL19763,NO,25.57346371,72226.37568,1134.817841,2.154489318,30.44486237,33.94771576,1800.137817,1766.071899,30.0898819,31.94370461,72.59884644,500.0693665,1799.204468,99.3296814
17,15:46:40,20230821,BNL19763,YES,6.607237797,58459.32415,229.8455228,2.273770794,29.18618584,34.24319839,435.0196228,426.3913879,30.04118156,31.63314819,77.29183197,500.0899048,1799.688477,99.33091736
2,09:37:12,20230822,BNL19764,NO,10.16132184,84851.38328,217.2593982,1.523196945,30.10946846,32.16593552,434.7262878,421.87146,31.52457047,33.04572678,76.89941406,500.0993347,1799.018799,99.76835632
3,09:38:34,20230822,BNL19764,NO,6.553781121,87914.88731,163.7561902,1.476615243,29.73114967,32.03186035,300.1132202,291.7901001,31.62110138,33.14691162,78.83213043,500.120636,1799.805176,99.77055359
4,09:39:56,20230822,BNL19764,NO,5.198960006,90674.70794,144.5188754,1.458378747,29.71228218,32.00992203,250.1015167,243.4730377,31.71754646,33.27025604,79.21133423,500.1063232,1799.878784,99.770401
5,09:41:18,20230822,BNL19764,NO,3.096612123,93350.84292,112.9155862,1.450343327,29.7101593,32.01930237,174.904953,170.9089508,31.7873745,33.37557602,79.47333527,500.0999146,1799.626465,99.77233887
6,09:42:40,20230822,BNL19764,NO,1.560563087,96816.80782,93.99784774,1.441159776,29.70935822,32.01527405,125.2243881,123.1438446,31.82238197,33.45710373,79.67018127,500.1085205,1799.195435,99.77113342
7,09:44:02,20230822,BNL19764,NO,-0.239873708,101515.2004,72.31103727,1.431704238,29.71293449,32.01793289,69.94618225,70.11064148,31.85997963,33.56007767,79.89657593,500.0958252,1799.017334,99.76818085
8,09:45:24,20230822,BNL19764,NO,-0.606579327,105641.8823,58.9341641,1.42439962,29.71756554,32.02620697,50.11854172,50.75396729,31.89802361,33.65562439,80.10294342,500.1082764,1798.721924,99.76850128
9,09:47:13,20230822,BNL19764,YES,11.659358,111356.3056,239.22915,1.411603909,29.72484398,32.0057106,434.9014893,420.1170959,31.8961525,33.72845459,80.2423172,500.1246643,1798.842651,99.76807404
10,09:48:35,20230822,BNL19764,YES,11.60569877,113014.8005,242.6262533,1.410595411,29.72606277,32.01763535,435.0378113,420.3062439,31.91290092,33.77011108,80.3376236,500.1131287,1799.774292,99.77036285
11,09:49:57,20230822,BNL19764,NO,11.5318018,110263.0762,239.771138,1.424877131,29.73272896,32.05578995,435.1242981,420.4920959,31.89875793,33.73094177,80.21263885,500.1182861,1799.451538,99.76908875
12,09:51:19,20230822,BNL19764,NO,12.97177701,107713.2265,250.8463086,1.430161302,29.7379303,32.06860352,474.6391907,458.2232971,31.91415787,33.71227264,80.14550018,500.0939026,1799.102905,99.77063751
13,09:52:51,20230822,BNL19764,NO,17.87483443,105946.7447,361.5212582,1.433261815,29.74290848,32.07801056,674.8135376,652.1716919,31.93222809,33.70565033,80.10946655,500.1136475,1798.85498,99.7739563
14,09:54:14,20230822,BNL19764,NO,19.88923565,102094.6067,439.1807901,1.437144015,29.74003983,32.07836533,800.229126,774.9890747,31.952528,33.66857529,80.03249359,500.0688477,1799.150024,99.77137756
15,09:56:03,20230822,BNL19764,NO,22.64853536,93799.69309,555.7554134,1.452304426,29.74715805,32.12461472,1000.249207,971.4680786,32.04250336,33.64030457,79.93784332,500.0618591,1798.847778,99.77799988
16,09:57:47,20230822,BNL19764,NO,25.07004354,78445.32473,817.9194697,1.475381921,29.68848801,32.16309357,1400.218262,1368.209961,32.14900589,33.51360703,79.90707397,500.1255798,1799.883057,99.77912903
17,09:59:41,20230822,BNL19764,NO,27.38022097,61329.83753,1003.61587,1.481298709,29.52336121,32.13457489,1800.12793,1765.31189,32.29944229,33.37696075,80.34074402,500.1227112,1799.581421,99.77772522
18,10:01:11,20230822,BNL19764,YES,6.021992593,48820.07245,218.9110736,1.4891699,29.3492794,32.16094971,434.809082,427.20047,32.50321579,33.36940002,81.13467407,500.0406494,1799.185425,99.77963257
2,12:33:36,20230822,BNL19767,NO,7.385061436,105922.0069,291.5057009,2.941081582,38.38456726,39.04213715,434.9374695,424.4534912,37.52209473,41.19659424,60.34044266,500.2688599,1799.066895,99.55942535
3,12:34:58,20230822,BNL19767,NO,4.1847386,107447.1809,216.7215653,2.970305327,38.43203735,39.1660347,300.0750732,293.9024353,37.61390686,41.37704849,60.44775391,500.2772522,1799.920166,99.55654144
4,12:36:20,20230822,BNL19767,NO,3.221303923,109883.4382,186.1332437,2.959040505,38.17866516,39.18692398,250.2535095,245.4090576,37.74046707,41.57120514,61.56767654,500.2571106,1799.918823,99.55409241
5,12:37:42,20230822,BNL19767,NO,1.791083449,113450.4439,138.4354174,2.891752049,37.9450531,39.04675293,175.0063782,172.1648865,37.85385895,41.7130127,62.56270981,500.2653809,1800.19397,99.55136871
6,12:39:04,20230822,BNL19767,NO,0.479890907,116667.0876,111.3731736,2.846859237,37.92383194,38.9586792,124.9349976,123.8550949,37.92757034,41.82929993,62.80954742,500.2709961,1800.556763,99.55169678
7,12:40:26,20230822,BNL19767,NO,-0.572095171,122715.7732,74.67018588,2.805685289,37.91223526,38.89391708,69.98972321,70.37939453,37.9645195,42.00050735,63.10221481,500.2471619,1800.553223,99.54524994
8,12:41:48,20230822,BNL19767,NO,-0.929346497,128193.5043,60.23015897,2.765437581,38.05506897,38.8141098,49.88497925,50.77984619,37.95685196,42.10424805,62.76955795,500.2187195,1800.036621,99.54412842
9,12:43:36,20230822,BNL19767,YES,7.205807978,133792.6086,317.2803724,2.784449464,38.28334808,38.89719009,434.9738464,424.4023132,37.87829971,42.22929382,62.17903519,500.1981812,1800.280273,99.5379715
10,12:44:58,20230822,BNL19767,NO,7.223749554,134976.0923,317.7318485,2.80154153,38.30891037,38.944767,435.0602722,424.439209,37.82286835,42.23770905,62.10539246,500.2253113,1799.574707,99.53777313
11,12:46:20,20230822,BNL19767,YES,7.378950854,134709.8591,315.2937461,2.823362273,38.31957626,38.99790573,434.9813843,424.1635742,37.78036499,42.22195435,62.04364395,500.2227173,1799.140259,99.53329468
12,12:47:42,20230822,BNL19767,NO,8.583111294,133685.9769,336.3755915,2.831981651,38.32461548,39.00284958,474.8128357,462.3839417,37.72976685,42.15210342,61.92711258,500.2741089,1799.220459,99.53809357
13,12:49:12,20230822,BNL19767,NO,11.48366876,133990.4026,487.5395501,2.852995278,38.33476639,39.06771851,674.7075806,657.8664551,37.72463608,42.19055939,61.94552612,500.2422485,1800.633545,99.53155518
14,12:50:40,20230822,BNL19767,NO,12.94486441,130255.3825,582.4343358,2.865748179,38.33300781,39.07553864,799.8441162,780.758606,37.72664261,42.09337997,61.80704117,500.2419434,1800.555664,99.52884674
15,12:52:11,20230822,BNL19767,NO,13.73532702,127847.4387,759.121883,2.867762333,38.32589722,39.0531044,1000.73175,979.864563,37.69715118,41.99039078,61.67552567,500.1937866,1800.556885,99.52239227
16,12:53:51,20230822,BNL19767,NO,16.43623101,125794.7264,1097.68486,2.842693187,38.24542236,38.95557785,1399.876709,1374.15271,37.68566132,41.8755455,61.76947403,500.2195435,1799.05542,99.51329803
17,12:55:31,20230822,BNL19767,NO,17.02917316,119867.8626,1457.552982,2.896619985,38.30406189,39.0513649,1800.272095,1772.306152,37.62119293,41.69861603,61.3122406,500.2436218,1799.524292,99.51091003
18,12:57:02,20230822,BNL19767,YES,6.204859947,115276.1108,318.1494246,2.938495497,38.32184219,39.1221199,434.9960327,425.7827148,37.56203461,41.54734039,61.03165817,500.1978455,1799.759033,99.51180267
2,16:18:48,20230822,BNL19768,NO,4.389137304,36263.00123,221.0846674,2.26466252,32.52038193,35.22645569,434.9804382,429.2741089,33.79161453,34.78268814,70.25719452,500.1337891,1799.728516,99.32897186
3,16:20:10,20230822,BNL19768,NO,2.366988066,36236.74965,182.2145443,2.208726948,32.36862183,35.05187607,299.9198608,296.7835083,33.82733917,34.79291534,70.88104248,500.1637878,1799.579956,99.32743073
4,16:21:31,20230822,BNL19768,NO,1.854552005,37078.3607,159.3333766,2.176556401,32.32860184,34.95355606,250.1941528,247.7195435,33.83409119,34.80730057,71.07042694,500.1416016,1799.955566,99.32698059
5,16:22:52,20230822,BNL19768,NO,0.921239695,37417.60617,128.3788668,2.154172664,32.30451965,34.87798309,174.9774933,173.6976624,33.82501602,34.79665375,71.14328003,500.2318115,1800.439575,99.32406616
6,16:24:13,20230822,BNL19768,NO,0.375073209,39168.4871,104.9297699,2.14491326,32.48374939,34.85722351,125.1590958,124.5785217,33.81251526,34.82468796,70.48448181,500.1760864,1800.497437,99.32472229
7,16:25:42,20230822,BNL19768,NO,-0.43620455,39266.53455,85.56455088,2.156164098,32.52326965,34.8867836,69.9640274,70.41280365,33.78346634,34.80334091,70.28565216,500.2557068,1801.088745,99.32640839
8,16:27:04,20230822,BNL19768,NO,-0.468713493,40316.0067,67.21078638,2.16270378,32.52624893,34.90556335,50.02045441,50.5277977,33.74555969,34.79579163,70.25971985,500.1191101,1800.726929,99.32798767
9,16:29:03,20230822,BNL19768,YES,4.880737421,42281.22112,229.3472872,2.162815479,32.52410889,34.88020706,434.7203674,428.3772278,33.61438751,34.71496582,70.1055069,500.1847534,1800.888062,99.32874298
10,16:30:25,20230822,BNL19768,YES,4.782781161,42764.1777,235.3570086,2.164475383,32.52495193,34.86801147,434.9447327,428.7127686,33.54610062,34.65993881,69.99134827,500.1773376,1800.857544,99.32915497
11,16:31:47,20230822,BNL19768,NO,4.947953966,43040.71539,230.3342931,2.16969351,32.52819824,34.87227631,435.1304321,428.6968689,33.49701691,34.62052536,69.89942169,500.2442322,1800.859375,99.32980347
12,16:33:09,20230822,BNL19768,NO,5.886125757,43487.28516,234.8618618,2.167336172,32.52719879,34.85736084,474.6832275,467.0747375,33.46343994,34.59717941,69.85705566,500.2393188,1800.722168,99.33099365
13,16:34:40,20230822,BNL19768,NO,8.528909247,43490.40315,327.9180056,2.17569895,32.52680969,34.86448669,674.9909668,663.977417,33.39566803,34.53396988,69.7335968,500.1946411,1800.689697,99.33475494
14,16:36:08,20230822,BNL19768,NO,10.06006735,43470.08492,390.1372813,2.184167564,32.62937927,34.8701973,799.9109497,786.9133911,33.32331467,34.46546936,69.19634247,500.2229919,1800.688965,99.33796692
15,16:37:45,20230822,BNL19768,NO,11.42043555,42482.85771,522.0134378,2.208475834,32.76823425,34.92541885,1000.529236,985.6751099,33.26340485,34.39277649,68.51460266,500.1182251,1800.820435,99.34089661
16,16:39:22,20230822,BNL19768,NO,14.8587455,40253.69208,743.2409845,2.234371058,32.80303574,34.97219849,1400.351929,1380.976807,33.19476318,34.2783432,68.15441132,500.1370544,1800.77124,99.34290314
17,16:40:56,20230822,BNL19768,NO,17.30641153,36718.13493,962.6432905,2.264682609,32.81600571,35.02678299,1799.986328,1777.380371,33.14152527,34.1446228,67.83992004,500.1842651,1800.492676,99.34423828
18,16:42:25,20230822,BNL19768,YES,3.207921407,33102.55617,260.6515062,2.287367048,32.82379532,35.09680176,434.8278198,430.5718994,33.22303391,34.13770294,67.7958374,500.1735535,1800.415894,99.34333801
2,09:41:29,20230822,BNL19765,NO,7.93813255,125330.7955,311.0831045,1.403548803,28.10829544,31.2964592,435.24823,424.8267212,29.90882683,31.95187378,83.3926239,500.0440369,1799.43689,99.67023468
3,09:42:51,20230822,BNL19765,NO,5.045673375,126128.5696,221.1293604,1.33945233,27.65501022,31.05199623,299.9364929,293.2880249,29.99778175,31.95878983,85.64559174,500.0386353,1798.701294,99.66954803
4,09:44:13,20230822,BNL19765,NO,4.162284405,130470.1582,186.9745869,1.305871026,27.70144844,30.95911407,250.1961365,244.7027283,30.08225632,32.05668259,85.67312622,500.0482178,1799.773193,99.66723633
5,09:45:35,20230822,BNL19765,NO,2.395962482,135828.0956,138.9933752,1.28340594,27.68669891,30.9150753,174.912262,171.679657,30.1518364,32.16811752,86.04683685,500.0364685,1799.971436,99.66928864
6,09:46:57,20230822,BNL19765,NO,-0.137606817,141575.6309,70.06813286,1.262757132,27.67455864,30.88183403,69.8963089,69.91233826,30.22690773,32.29039764,86.43398285,500.0655823,1799.956055,99.66785431
7,09:48:19,20230822,BNL19765,NO,-0.517012487,147443.7702,55.27429972,1.245016016,27.66892624,30.85815048,49.99622345,50.50623322,30.29159737,32.40613937,86.77645111,500.0248718,1800.371216,99.67256165
8,09:50:05,20230822,BNL19765,YES,8.282270962,158348.8079,328.8457261,1.226160331,27.81525803,30.85677528,435.092926,424.1784973,30.3639431,32.5919838,86.53084564,500.061554,1799.888184,99.67197418
9,09:51:28,20230822,BNL19765,YES,7.844387979,160743.6258,334.9761511,1.231634485,27.89991188,30.92607689,435.0028381,424.5935364,30.44426346,32.71448135,86.42926025,500.0257263,1799.276489,99.67340088
10,09:52:50,20230822,BNL19765,NO,7.97341459,161808.2123,334.097071,1.234997121,27.92308998,30.98224258,435.1235657,424.5508118,30.53319931,32.82373428,86.60503387,500.0415344,1799.318481,99.67834473
11,09:54:13,20230822,BNL19765,NO,9.008331271,161468.8983,360.9754513,1.232623043,27.93353844,30.99658966,474.9034424,463.0022583,30.60361671,32.88518524,86.71264648,500.0511169,1799.037231,99.67643738
12,09:55:44,20230822,BNL19765,NO,11.00879025,159203.1648,531.6657615,1.237625837,27.9394455,31.03380203,674.5892944,659.8380737,30.66907692,32.92937469,86.80380249,500.0583801,1798.96228,99.68165588
13,09:57:12,20230822,BNL19765,NO,11.62547098,156818.5907,645.3760275,1.233482415,27.94527435,31.03468895,799.9650879,784.2149658,30.75174522,32.97244644,86.88987732,500.0476685,1798.824219,99.68403625
14,09:58:48,20230822,BNL19765,NO,11.35632646,153354.6983,841.5084531,1.238731004,27.94782257,31.06829834,1000.071411,984.2223511,30.82247925,33.00596237,86.9673233,500.0336304,1798.943115,99.68639374
15,10:00:47,20230822,BNL19765,NO,13.17510112,148942.4687,1206.34487,1.243412538,27.95153618,31.09865952,1399.766968,1380.913086,30.90607071,33.03799438,87.03202057,500.0261841,1799.667358,99.68540955
16,10:02:52,20230822,BNL19765,NO,14.07636616,144265.0949,1580.779712,1.24784544,27.95828629,31.12311935,1799.168457,1778.459839,30.98080444,33.05643082,87.0477829,500.0188293,1799.224243,99.68709564
17,10:04:24,20230822,BNL19765,YES,6.471399704,133778.6001,337.6751184,1.26248404,27.80282211,31.17987061,434.8264465,426.1997681,31.10303116,33.0573616,87.84284973,500.0265503,1799.901855,99.68639374
2,12:32:53,20230822,BNL19766,NO,9.348636958,140604.9955,298.1968023,2.164025057,33.64157867,36.61645126,434.9810181,422.2095032,36.76660919,40.30247116,76.56993103,500.1077576,1799.401489,99.49895477
3,12:34:52,20230822,BNL19766,NO,5.922472569,166504.0434,223.9229509,1.869738121,33.73213959,35.77595139,299.9804688,291.7857666,36.88060379,40.46173096,76.48469543,500.0878906,1799.375244,99.4994812
4,12:36:14,20230822,BNL19766,NO,4.446882258,166287.656,192.0014086,1.912571484,34.02433014,35.97042847,250.2025299,243.936554,37.01015854,40.66981888,75.63214111,500.0800171,1799.463135,99.49687958
5,12:37:36,20230822,BNL19766,NO,2.408784519,173087.4399,142.9329729,1.914442968,34.04650497,36.04981995,174.9858856,171.4159241,37.11019135,40.914711,75.99029541,500.0962219,1799.683594,99.49266052
6,12:39:59,20230822,BNL19766,NO,-0.184264581,167182.0837,69.44478889,1.988291595,32.45988464,36.320858,69.97956848,69.92169952,37.24935913,41.07486725,83.38640594,500.0969238,1800.065063,99.4914093
7,12:41:22,20230822,BNL19766,NO,-0.744805352,180646.0346,55.80233065,1.88748406,32.31053925,36.04682541,49.84376526,50.5316124,37.27254105,41.17724991,84.29990387,500.0751953,1801.132813,99.4890976
8,12:43:45,20230822,BNL19766,NO,9.689227111,219291.7965,335.7614245,1.657724728,32.59553909,35.37801361,435.0753784,421.644928,37.20791626,41.31346893,83.22426605,500.0992126,1800.696045,99.48246765
9,12:45:08,20230822,BNL19766,YES,9.675017238,201588.5608,328.3344489,1.818324717,32.94473267,35.87697601,434.663147,421.2247009,37.14928818,41.31663132,81.60948944,500.1126404,1799.891846,99.48081207
10,12:46:31,20230822,BNL19766,YES,9.924890402,202487.4059,326.3834574,1.832745843,32.85740662,35.92650604,434.8482056,421.0873108,37.1167717,41.33533859,82.04621887,500.0819702,1799.874512,99.47827148
11,12:48:42,20230822,BNL19766,NO,11.18279326,229253.8246,364.2495946,1.714431324,33.9086647,35.61266327,475.0587158,459.5194092,37.07534027,41.50162506,77.66252136,500.0773926,1798.721313,99.47616577
12,12:50:50,20230822,BNL19766,NO,13.94170935,195075.3462,515.3227143,1.926242655,33.08008194,36.22053146,674.9869995,655.331543,37.08630371,41.37037277,81.09141541,500.0968323,1800.939697,99.47445679
13,12:52:17,20230822,BNL19766,NO,15.59142109,215330.1795,634.0191542,1.750512508,33.4702301,35.68024445,800.2797241,778.111084,37.09645081,41.36186981,79.31443024,500.0865173,1800.086182,99.46712494
14,12:54:10,20230822,BNL19766,NO,16.11635331,181571.1015,798.2005446,1.952523702,32.76800919,36.23653412,1000.593445,977.1179199,37.10503387,41.16641617,82.10610962,500.0757446,1799.619141,99.4578476
15,12:56:00,20230822,BNL19766,NO,17.29685342,180785.514,1171.729669,1.895496507,32.51174927,35.98437119,1400.04834,1373.674438,36.97872543,40.90407181,82.76786041,500.1069336,1800.397827,99.45624542
16,12:57:59,20230822,BNL19766,NO,17.38962601,174598.6052,1551.472331,1.894941098,32.45946884,35.86811829,1799.980225,1772.102295,36.72990417,40.52767563,82.24790955,500.0942993,1801.254395,99.45565796
17,13:00:19,20230822,BNL19766,YES,7.822644791,191197.3362,343.0644923,1.773285463,33.84113693,35.42285538,434.7920532,423.6991882,36.4377594,40.30561829,75.69525146,500.1036072,1801.000488,99.45768738
2,15:27:58,20230822,BNL19769,NO,9.234528235,119504.2683,279.7557955,2.467394682,33.86540604,36.38616943,435.0406799,422.4428101,33.09059143,36.55449677,68.43807983,500.107666,1799.707397,99.28435516
3,15:30:20,20230822,BNL19769,NO,5.80409204,119334.2021,201.4075883,2.424708715,32.9949646,36.25226593,300.0991821,292.1049194,33.13781357,36.53670883,71.81929016,500.0812988,1799.302734,99.27990723
4,15:31:42,20230822,BNL19769,NO,4.4782797,122944.5414,175.172305,2.360783206,32.82050705,36.06672287,250.1769714,243.9421692,33.15989304,36.56400681,72.57871246,500.0982361,1799.088379,99.27619171
5,15:33:04,20230822,BNL19769,NO,2.425670606,129453.9147,134.3106134,2.310799294,32.7728157,35.94715881,174.9382019,171.4052429,33.17161179,36.67139435,72.98898315,500.0966797,1799.438354,99.27823639
6,15:34:32,20230822,BNL19769,NO,-0.402269781,141591.1266,72.26644318,2.24105516,32.77558517,35.78704453,69.99826813,70.2114563,33.15378952,36.84977722,73.32910919,500.110321,1799.652222,99.27350616
7,15:36:39,20230822,BNL19769,NO,-0.724374737,161138.5845,56.1607012,2.200502599,33.31653976,35.76919937,49.9389267,50.59243393,33.09755325,37.20004272,71.81039429,500.0967407,1799.78833,99.27313995
8,15:38:32,20230822,BNL19769,NO,9.827028196,169414.4544,310.3357315,2.224767953,33.5177269,35.89780045,435.2598877,421.5658875,33.02828598,37.37733459,71.34404755,500.1286316,1799.453735,99.27314758
9,15:39:54,20230822,BNL19769,YES,9.724767823,173709.58,313.0545615,2.225554782,33.54204941,35.92183685,434.6582031,421.0425415,32.99277878,37.44734573,71.3826828,500.1109619,1799.341187,99.27626038
10,15:41:16,20230822,BNL19769,YES,10.27367201,176540.7785,308.9139921,2.227582032,33.54963303,35.92819214,434.9332886,420.6302185,32.91984177,37.44649887,71.35335541,500.1403198,1799.658081,99.27986145
11,15:42:38,20230822,BNL19769,NO,11.54501057,176235.3453,333.5990889,2.235193414,33.56015015,35.93938446,474.8723145,458.8599854,32.87142181,37.40642548,71.23561096,500.1256409,1799.44873,99.28061676
12,15:44:10,20230822,BNL19769,NO,15.16278007,171811.6631,483.4874336,2.255942194,33.56919479,35.96788025,674.7769775,653.5537109,32.82208252,37.29096222,70.98065186,500.1609497,1799.515625,99.28181458
13,15:45:41,20230822,BNL19769,NO,16.84719903,165883.1619,579.8464088,2.283365999,33.57603455,36.01235199,800.2358398,776.4942627,32.78499603,37.16175461,70.70746613,500.1177368,1799.495972,99.28156281
14,15:47:17,20230822,BNL19769,NO,17.51195723,159947.716,758.0029572,2.308323822,33.58282852,36.04458618,1000.593628,975.2548218,32.74161911,37.01681519,70.40538025,500.1242065,1799.529419,99.2822113
15,15:48:57,20230822,BNL19769,NO,19.59870282,153577.1431,1108.737159,2.335257575,33.58140564,36.07758331,1400.499146,1371.060791,32.69281387,36.85517502,70.10302734,500.1130066,1799.288086,99.28150177
16,15:50:46,20230822,BNL19769,NO,20.06480078,147689.7711,1477.294982,2.358282799,33.57892227,36.09475708,1800.227539,1768.717041,32.62937164,36.68018341,69.77999878,500.0999756,1799.717163,99.2816925
17,15:52:16,20230822,BNL19769,YES,7.296736437,142899.0112,324.2693276,2.382926028,33.57686615,36.14175797,434.997345,424.4960022,32.62088776,36.58769608,69.61300659,500.147644,1799.601685,99.28305054
1,09:59:37,20230823,BNL19770,YES,12.5167978,171184.8202,288.713326,1.301279692,29.57372093,31.96083641,435.5039673,419.3821106,32.15942001,34.7023201,83.30599976,500.1027527,1799.378662,99.79819489
2,10:04:56,20230823,BNL19770,NO,12.35627737,166546.526,286.5222374,1.345723719,29.67202568,32.23957825,435.0061646,419.0689087,32.45337296,35.01642609,83.58345032,500.1129456,1799.275513,99.79586029
3,10:06:18,20230823,BNL19770,NO,7.193850372,172154.8167,214.7701213,1.299414261,29.48187447,32.08459091,299.9455872,290.5464172,32.50360107,35.0562973,84.60303497,500.1200562,1799.622559,99.79888153
4,10:07:40,20230823,BNL19770,NO,5.495092001,172613.4486,184.7419499,1.280219996,29.44482231,32.02056503,250.0957794,242.8688507,32.55432129,35.07536316,84.82871246,500.1305237,1799.459473,99.79723358
